,Switch,PS5,PS4,WiiU,3DS,DC,DS,GBA,GC,NeoGeoP,PS2,PS3,PSP,WS,Vita,Wii,XB360,XBOne,XSX,Xbox,PKS
2600.0,,,,,,,32581446.0,,,,,,13822737.0,,,,,,,,
2601.0,,,,,,,,,,,,,,,,,,,,,
2604.0,,,,,,,,,,,,,,,,,,,,,
2605.0,,,9338970.0,,23770353.0,,,,,,19798273.0,9464237.0,,,5796183.0,12570506.0,1578478.0,,,,
2606.0,,,,,,,,,,,,,,,,,,,,,
2607.0,,,,,,,32582308.0,,,,,,13870254.0,,,,,,,,
2608.0,,,,,,,,,,,,,,,,,,,,,
2611.0,,,,,,,,,,,,,,,,,,,,,
2612.0,,,9340630.0,,23778363.0,,,,,,19813459.0,9505178.0,,,5797687.0,12570900.0,1579008.0,,,,
2613.0,,,,,,,,,,,,,,,,,,,,,
2614.0,,,,,,,32583191.0,,,,,,13912914.0,,,,,,,,
2615.0,,,,,,,,,,,,,,,,,,,,,
2618.0,,,,,,,,,,,,,,,,,,,,,
2619.0,,,9341448.0,,23786741.0,,,,,,19828645.0,9520047.0,,,5799162.0,12571249.0,1579498.0,,,,
2620.0,,,,,,,,,,,,,,,,,,,,,
2621.0,,,,,,,32584008.0,,,,,,13952833.0,,,,,,,,
2622.0,,,,,,,,,,,,,,,,,,,,,
2625.0,,,,,,,,,,,,,,,,,,,,,
2626.0,,,9342740.0,,23800063.0,,,,,,19840499.0,9533327.0,,,5802716.0,12571477.0,1579961.0,,,,
2627.0,,,,,,,,,,,,,,,,,,,,,
2628.0,,,,,,,32584641.0,,,,,,13990024.0,,,,,,,,
2629.0,,,,,,,,,,,,,,,,,,,,,
2632.0,,,,,,,,,,,,,,,,,,,,,
2633.0,,,9344032.0,,23806766.0,,,,,,19852248.0,9547595.0,,,5807449.0,12571670.0,1580410.0,,,,
2634.0,,,,,,,,,,,,,,,,,,,,,
2635.0,,,,,,,32585343.0,,,,,,14030765.0,,,,,,,,
2636.0,,,,,,,,,,,,,,,,,,,,,
2639.0,,,,,,,,,,,,,,,,,,,,,
2640.0,,,9345258.0,,23813540.0,,,,,,19864361.0,9562611.0,,,5813852.0,12571818.0,1580692.0,,,,
2641.0,,,,,,,,,,,,,,,,,,,,,
2642.0,,,,,,,32586081.0,,,,,,14095570.0,,,,,,,,
2643.0,,,,,,,,,,,,,,,,,,,,,
2646.0,,,,,,,,,,,,,,,,,,,,,
2647.0,,,9346556.0,,23820128.0,,,,,,19876277.0,9573256.0,,,5815558.0,12571954.0,1581187.0,,,,
2648.0,,,,,,,,,,,,,,,,,,,,,
2649.0,,,,,,,32586704.0,,,,,,14139648.0,,,,,,,,
2650.0,,,,,,,,,,,,,,,,,,,,,
2653.0,,,,,,,,,,,,,,,,,,,,,
2654.0,,,9349118.0,,23827380.0,,,,,,19888457.0,9584517.0,,,5816379.0,12572087.0,1581672.0,,,,
2655.0,,,,,,,,,,,,,,,,,,,,,
2656.0,,,,,,,32587279.0,,,,,,14182989.0,,,,,,,,
2657.0,,,,,,,,,,,,,,,,,,,,,
2660.0,,,,,,,,,,,,,,,,,,,,,
2661.0,,,9351843.0,,23834665.0,,,,,,19900863.0,9594063.0,,,5817096.0,12572206.0,1582157.0,,,,
2662.0,,,,,,,,,,,,,,,,,,,,,
2663.0,,,,,,,32587934.0,,,,,,14227345.0,,,,,,,,
2664.0,,,,,,,,,,,,,,,,,,,,,
2667.0,,,,,,,,,,,,,,,,,,,,,
2668.0,,,9353028.0,,23841986.0,,,,,,19913465.0,9606179.0,,,5817578.0,12572340.0,1582690.0,,,,
2669.0,,,,,,,,,,,,,,,,,,,,,
2670.0,,,,,,,32588771.0,,,,,,14266370.0,,,,,,,,
2671.0,,,,,,,,,,,,,,,,,,,,,
2674.0,,,,,,,,,,,,,,,,,,,,,
2675.0,,,9353695.0,,23849038.0,,,,,,19933324.0,9616951.0,,,5818153.0,12572530.0,1583187.0,,,,
2676.0,,,,,,,,,,,,,,,,,,,,,
2677.0,,,,,,,32589488.0,,,,,,14298728.0,,,,,,,,
2678.0,,,,,,,,,,,,,,,,,,,,,
2681.0,,,,,,,,,,,,,,,,,,,,,
2682.0,,,9356243.0,,23856691.0,,,,,,19948280.0,9630480.0,,,5818724.0,12572654.0,1583561.0,,,,
2683.0,,,,,,,,,,,,,,,,,,,,,
2684.0,,,,,,,32590056.0,,,,,,14328423.0,,,,,,,,
2685.0,,,,,,,,,,,,,,,,,,,,,
2688.0,,,,,,,,,,,,,,,,,,,,,
2689.0,,,9357402.0,,23864213.0,,,,,,19965321.0,9645510.0,,,5819260.0,12572832.0,1583897.0,,,,
2690.0,,,,,,,,,,,,,,,,,,,,,
2691.0,,,,,,,32590670.0,,,,,,14358145.0,,,,,,,,
2692.0,,,,,,,,,,,,,,,,,,,,,
2695.0,,,,,,,,,,,,,,,,,,,,,
2696.0,,,9358080.0,,23871712.0,,,,,,19981554.0,9662267.0,,,5819804.0,12572993.0,1584309.0,,,,
2697.0,,,,,,,,,,,,,,,,,,,,,
2698.0,,,,,,,32591213.0,,,,,,14407819.0,,,,,,,,
2699.0,,,,,,,,,,,,,,,,,,,,,
2702.0,,,,,,,,,,,,,,,,,,,,,
2703.0,,,9358375.0,,23882264.0,,,,,,19995893.0,9674387.0,,,5820348.0,12573108.0,1584697.0,,,,
2704.0,,,,,,,,,,,,,,,,,,,,,
2705.0,,,,,,,32591838.0,,,,,,14457493.0,,,,,,,,
2706.0,,,,,,,,,,,,,,,,,,,,,
2709.0,,,,,,,,,,,,,,,,,,,,,
2710.0,,,9360060.0,,23890677.0,,,,,,20010655.0,9682775.0,,,5820638.0,12573234.0,1585003.0,,,,
2711.0,,,,,,,,,,,,,,,,,,,,,
2712.0,,,,,,,32592681.0,,,,,,14483511.0,,,,,,,,
2713.0,,,,,,,,,,,,,,,,,,,,,
2716.0,,,,,,,,,,,,,,,,,,,,,
2717.0,,,9361269.0,,23902038.0,,,,,,20026402.0,9690344.0,,,5820952.0,12573342.0,1585275.0,,,,
2718.0,,,,,,,,,,,,,,,,,,,,,
2719.0,,,,,,,32593147.0,,,,,,14507706.0,,,,,,,,
2720.0,,,,,,,,,,,,,,,,,,,,,
2723.0,,,,,,,,,,,,,,,,,,,,,
2724.0,,,9362704.0,,23912604.0,,,,,,20042149.0,9698295.0,,,5821203.0,12573465.0,1585584.0,,,,
2725.0,,,,,,,,,,,,,,,,,,,,,
2726.0,,,,,,,32593515.0,,,,,,14535132.0,,,,,,,,
2727.0,,,,,,,,,,,,,,,,,,,,,
2730.0,,,,,,,,,,,,,,,,,,,,,
2731.0,,,9363874.0,,23923836.0,,,,,,20058418.0,9708212.0,,,5821360.0,12573573.0,1585877.0,,,,
2732.0,,,,,,,,,,,,,,,,,,,,,
2733.0,,,,,,,32593877.0,,,,,,14559424.0,,,,,,,,
2734.0,,,,,,,,,,,,,,,,,,,,,
2737.0,,,,,,,,,,,,,,,,,,,,,
2738.0,,,9364817.0,,23931646.0,,,,,,20074253.0,9716311.0,,,5821499.0,12573682.0,1586101.0,,,,
2739.0,,,,,,,,,,,,,,,,,,,,,
2740.0,,,,,,,32594233.0,,,,,,14582191.0,,,,,,,,
2741.0,,,,,,,,,,,,,,,,,,,,,
2744.0,,,,,,,,,,,,,,,,,,,,,
2745.0,,,9366884.0,,23939361.0,,,,,,20087701.0,9723371.0,,,5821627.0,12573804.0,1586323.0,,,,
2746.0,,,,,,,,,,,,,,,,,,,,,
2747.0,,,,,,,32594565.0,,,,,,14604579.0,,,,,,,,
2748.0,,,,,,,,,,,,,,,,,,,,,
2751.0,,,,,,,,,,,,,,,,,,,,,
2752.0,,,9368315.0,,23946249.0,,,,,,20101654.0,9730754.0,,,5821742.0,12573922.0,1586512.0,,,,
2753.0,,,,,,,,,,,,,,,,,,,,,
2754.0,,,,,,,32594952.0,,,,,,14630247.0,,,,,,,,
2755.0,,,,,,,,,,,,,,,,,,,,,
2758.0,,,,,,,,,,,,,,,,,,,,,
2759.0,,,9370078.0,,23952587.0,,,,,,20114380.0,9737572.0,,,5821948.0,12574035.0,1586792.0,,,,
2760.0,,,,,,,,,,,,,,,,,,,,,
2761.0,,,,,,,32595452.0,,,,,,14658897.0,,,,,,,,
2762.0,,,,,,,,,,,,,,,,,,,,,
2765.0,,,,,,,,,,,,,,,,,,,,,
2766.0,,,9370825.0,,23959375.0,,,,,,20127818.0,9743613.0,,,5822127.0,12574194.0,1587020.0,,,,
2767.0,,,,,,,,,,,,,,,,,,,,,
2768.0,,,,,,,32596109.0,,,,,,14686595.0,,,,,,,,
2769.0,,,,,,,,,,,,,,,,,,,,,
2772.0,,,,,,,,,,,,,,,,,,,,,
2773.0,,,9372466.0,,23966026.0,,,,,,20139656.0,9750445.0,,,5822442.0,12574333.0,1587317.0,,,,
2774.0,,,,,,,,,,,,,,,,,,,,,
2775.0,,,,,,,32596564.0,,,,,,14717589.0,,,,,,,,
2776.0,,,,,,,,,,,,,,,,,,,,,
2779.0,,,,,,,,,,,,,,,,,,,,,
2780.0,,,9373399.0,,23972402.0,,,,,,20151198.0,9757126.0,,,5822685.0,12574405.0,1587559.0,,,,
2781.0,,,,,,,,,,,,,,,,,,,,,
2782.0,,,,,,,32596994.0,,,,,,14748904.0,,,,,,,,
2783.0,,,,,,,,,,,,,,,,,,,,,
2786.0,,,,,,,,,,,,,,,,,,,,,
2787.0,,,9374360.0,,23978832.0,,,,,,20162112.0,9764623.0,,,5822800.0,12574460.0,1587836.0,,,,
2788.0,,,,,,,,,,,,,,,,,,,,,
2789.0,,,,,,,32597539.0,,,,,,14795536.0,,,,,,,,
2790.0,,,,,,,,,,,,,,,,,,,,,
2793.0,,,,,,,,,,,,,,,,,,,,,
2794.0,,,9374973.0,,23984205.0,,,,,,20173265.0,9772441.0,,,5822881.0,12574518.0,1588049.0,,,,
2795.0,,,,,,,,,,,,,,,,,,,,,
2796.0,,,,,,,32598035.0,,,,,,14813315.0,,,,,,,,
2797.0,,,,,,,,,,,,,,,,,,,,,
2800.0,,,,,,,,,,,,,,,,,,,,,
2801.0,,,9375435.0,,23989702.0,,,,,,20183957.0,9779895.0,,,5823015.0,12574626.0,1588233.0,,,,
2802.0,,,,,,,,,,,,,,,,,,,,,
2803.0,,,,,,,32598407.0,,,,,,14831094.0,,,,,,,,
2804.0,,,,,,,,,,,,,,,,,,,,,
2807.0,,,,,,,,,,,,,,,,,,,,,
2808.0,,,9377410.0,,23995401.0,,,,,,20193363.0,9787210.0,,,5823082.0,12574756.0,1588449.0,,,,
2809.0,,,,,,,,,,,,,,,,,,,,,
2810.0,,,,,,,32598784.0,,,,,,14858637.0,,,,,,,,
2811.0,,,,,,,,,,,,,,,,,,,,,
2814.0,,,,,,,,,,,,,,,,,,,,,
2815.0,,,9378119.0,,24001442.0,,,,,,20202184.0,9794319.0,,,5823132.0,12574894.0,1588626.0,,,,
2816.0,,,,,,,,,,,,,,,,,,,,,
2817.0,,,,,,,32599161.0,,,,,,14915228.0,,,,,,,,
2818.0,,,,,,,,,,,,,,,,,,,,,
2821.0,,,,,,,,,,,,,,,,,,,,,
2822.0,,,9379518.0,,24007498.0,,,,,,20217469.0,9800847.0,,,5823166.0,12575070.0,1588787.0,,,,
2823.0,,,,,,,,,,,,,,,,,,,,,
2824.0,,,,,,,32599472.0,,,,,,14951021.0,,,,,,,,
2825.0,,,,,,,,,,,,,,,,,,,,,
2828.0,,,,,,,,,,,,,,,,,,,,,
2829.0,,,9379706.0,,24015800.0,,,,,,20232824.0,9806985.0,,,5823208.0,12575187.0,1588944.0,,,,
2830.0,,,,,,,,,,,,,,,,,,,,,
2831.0,,,,,,,32599751.0,,,,,,14980732.0,,,,,,,,
2832.0,,,,,,,,,,,,,,,,,,,,,
2835.0,,,,,,,,,,,,,,,,,,,,,
2836.0,,,9379790.0,,24024604.0,,,,,,20247464.0,9813073.0,,,5823236.0,,1589057.0,,,,
2837.0,,,,,,,,,,,,,,,,,,,,,
2838.0,,,,,,,32599988.0,,,,,,15011786.0,,,,,,,,
2839.0,,,,,,,,,,,,,,,,,,,,,
2842.0,,,,,,,,,,,,,,,,,,,,,
2843.0,,,9379906.0,,24037091.0,,,,,,20268174.0,9815702.0,,,5823275.0,,1589778.0,,,,
2844.0,,,,,,,,,,,,,,,,,,,,,
2845.0,,,,,,,32600231.0,,,,,,15049842.0,,,,,,,,
2846.0,,,,,,,,,,,,,,,,,,,,,
2849.0,,,,,,,,,,,,,,,,,,,,,
2850.0,,,9380009.0,,24054616.0,,,,,,20292255.0,9821927.0,,,5823307.0,,1590124.0,,,,
2851.0,,,,,,,,,,,,,,,,,,,,,
2852.0,,,,,,,32600508.0,,,,,,15087156.0,,,,,,,,
2853.0,,,,,,,,,,,,,,,,,,,,,
2856.0,,,,,,,,,,,,,,,,,,,,,
2857.0,,,9380070.0,,24080184.0,,,,,,20324765.0,9827664.0,,,5823333.0,,1590486.0,,,,
2858.0,,,,,,,,,,,,,,,,,,,,,
2859.0,,,,,,,32600710.0,,,,,,15121590.0,,,,,,,,
2860.0,,,,,,,,,,,,,,,,,,,,,
2863.0,,,,,,,,,,,,,,,,,,,,,
2864.0,,,9380114.0,,24091959.0,,,,,,20357275.0,9833641.0,,,5823360.0,,1590728.0,,,,
2865.0,,,,,,,,,,,,,,,,,,,,,
2866.0,,,,,,,32600985.0,,,,,,15159143.0,,,,,,,,
2867.0,,,,,,,,,,,,,,,,,,,,,
2870.0,,,,,,,,,,,,,,,,,,,,,
2871.0,,,9380138.0,,24120928.0,,,,,,20372231.0,9838873.0,,,5823383.0,,1590957.0,,,,
2872.0,,,,,,,,,,,,,,,,,,,,,
2873.0,,,,,,,32601144.0,,,,,,15187200.0,,,,,,,,
2874.0,,,,,,,,,,,,,,,,,,,,,
2877.0,,,,,,,,,,,,,,,,,,,,,
2878.0,,,9380153.0,,24126421.0,,,,,,20385027.0,9844166.0,,,5823424.0,,1591126.0,,,,
2879.0,,,,,,,,,,,,,,,,,,,,,
2880.0,,,,,,,32601312.0,,,,,,15223137.0,,,,,,,,
2881.0,,,,,,,,,,,,,,,,,,,,,
2884.0,,,,,,,,,,,,,,,,,,,,,
2885.0,,,9380170.0,,24131360.0,,,,,,20396065.0,9849137.0,,,5823446.0,,1591310.0,,,,
2886.0,,,,,,,,,,,,,,,,,,,,,
2887.0,,,,,,,32601488.0,,,,,,15255002.0,,,,,,,,
2888.0,,,,,,,,,,,,,,,,,,,,,
2891.0,,,,,,,,,,,,,,,,,,,,,
2892.0,,,9380184.0,,24136014.0,,,,,,20406919.0,9853583.0,,,5823466.0,,1591555.0,,,,
2893.0,,,,,,,,,,,,,,,,,,,,,
2894.0,,,,,,,32601795.0,,,,,,15291237.0,,,,,,,,
2895.0,,,,,,,,,,,,,,,,,,,,,
2898.0,,,,,,,,,,,,,,,,,,,,,
2899.0,,,9380195.0,,24140148.0,,,,,,20416704.0,9857792.0,,,5823489.0,,1591920.0,,,,
2900.0,,,,,,,,,,,,,,,,,,,,,
2901.0,,,,,,,32602138.0,,,,,,15385473.0,,,,,,,,
2902.0,,,,,,,,,,,,,,,,,,,,,
2905.0,,,,,,,,,,,,,,,,,,,,,
2906.0,,,9380203.0,,24144120.0,,,,,,20426902.0,9862470.0,,,5823515.0,,1592305.0,,,,
2907.0,,,,,,,,,,,,,,,,,,,,,
2908.0,,,,,,,32602311.0,,,,,,15459912.0,,,,,,,,
2909.0,,,,,,,,,,,,,,,,,,,,,
2912.0,,,,,,,,,,,,,,,,,,,,,
2913.0,,,9380207.0,,24148010.0,,,,,,20434713.0,9867115.0,,,5823560.0,,1592818.0,,,,
2914.0,,,,,,,,,,,,,,,,,,,,,
2915.0,,,,,,,32602538.0,,,,,,15787817.0,,,,,,,,
2916.0,,,,,,,,,,,,,,,,,,,,,
2919.0,,,,,,,,,,,,,,,,,,,,,
2920.0,,,9380218.0,,24151565.0,,,,,,20444644.0,9871325.0,,,5823611.0,,1593342.0,,,,
2921.0,,,,,,,,,,,,,,,,,,,,,
2922.0,,,,,,,32602875.0,,,,,,15929637.0,,,,,,,,
2923.0,,,,,,,,,,,,,,,,,,,,,
2926.0,,,,,,,,,,,,,,,,,,,,,
2927.0,,,9380235.0,,24157649.0,,,,,,20453439.0,9875579.0,,,5823649.0,,1593767.0,,,,
2928.0,,,,,,,,,,,,,,,,,,,,,
2929.0,,,,,,,,,,,,,16075672.0,,,,,,,,
2930.0,,,,,,,,,,,,,,,,,,,,,
2933.0,,,,,,,,,,,,,,,,,,,,,
2934.0,,,9380246.0,,24161925.0,,,,,,20462617.0,9879441.0,,,5823702.0,,1594374.0,,,,
2935.0,,,,,,,,,,,,,,,,,,,,,
2936.0,,,,,,,,,,,,,16113663.0,,,,,,,,
2937.0,,,,,,,,,,,,,,,,,,,,,
2940.0,,,,,,,,,,,,,,,,,,,,,
2941.0,,,9380262.0,,24166584.0,,,,,,20471661.0,9884210.0,,,,,1595144.0,,,,
2942.0,,,,,,,,,,,,,,,,,,,,,
2943.0,,,,,,,,,,,,,16151654.0,,,,,,,,
2944.0,,,,,,,,,,,,,,,,,,,,,
2947.0,,,,,,,,,,,,,,,,,,,,,
2948.0,,,9380272.0,,24173403.0,,,,,,20481424.0,9889271.0,,,,,1596268.0,,,,
2949.0,,,,,,,,,,,,,,,,,,,,,
2950.0,,,,,,,,,,,,,16182506.0,,,,,,,,
2951.0,,,,,,,,,,,,,,,,,,,,,
2954.0,,,,,,,,,,,,,,,,,,,,,
2955.0,,,9380285.0,,24178459.0,,,,,,20491748.0,9896282.0,,,,,1596719.0,,,,
2956.0,,,,,,,,,,,,,,,,,,,,,
2957.0,,,,,,,,,,,,,16208968.0,,,,,,,,
2958.0,,,,,,,,,,,,,,,,,,,,,
2961.0,,,,,,,,,,,,,,,,,,,,,
2962.0,,,9380297.0,,24182847.0,,,,,,20499942.0,9904129.0,,,,,1597132.0,,,,
2963.0,,,,,,,,,,,,,,,,,,,,,
2964.0,,,,,,,,,,,,,16240519.0,,,,,,,,
2965.0,,,,,,,,,,,,,,,,,,,,,
2968.0,,,,,,,,,,,,,,,,,,,,,
2969.0,,,9380311.0,,24186187.0,,,,,,20507985.0,9914541.0,,,,,1597510.0,,,,
2970.0,,,,,,,,,,,,,,,,,,,,,
2971.0,,,,,,,,,,,,,16270341.0,,,,,,,,
2972.0,,,,,,,,,,,,,,,,,,,,,
2975.0,,,,,,,,,,,,,,,,,,,,,
2976.0,,,9380326.0,,24189419.0,,,,,,20516489.0,9918163.0,,,,,1597739.0,,,,
2977.0,,,,,,,,,,,,,,,,,,,,,
2978.0,,,,,,,,,,,,,16297521.0,,,,,,,,
2979.0,,,,,,,,,,,,,,,,,,,,,
2982.0,,,,,,,,,,,,,,,,,,,,,
2983.0,,,9380338.0,,24193999.0,,,,,,20524993.0,9921785.0,,,,,1597963.0,,,,
2984.0,,,,,,,,,,,,,,,,,,,,,
2985.0,,,,,,,,,,,,,16403820.0,,,,,,,,
2986.0,,,,,,,,,,,,,,,,,,,,,
2989.0,,,,,,,,,,,,,,,,,,,,,
2990.0,,,9380378.0,,24199174.0,,,,,,20532976.0,9927846.0,,,,,1598330.0,,,,
2991.0,,,,,,,,,,,,,,,,,,,,,
2992.0,,,,,,,,,,,,,16458178.0,,,,,,,,
2993.0,,,,,,,,,,,,,,,,,,,,,
2996.0,,,,,,,,,,,,,,,,,,,,,
2997.0,,,9380418.0,,24204349.0,,,,,,20538717.0,9935704.0,,,,,1598569.0,,,,
2998.0,,,,,,,,,,,,,,,,,,,,,
2999.0,,,,,,,,,,,,,16501365.0,,,,,,,,
3000.0,,,,,,,,,,,,,,,,,,,,,
3003.0,,,,,,,,,,,,,,,,,,,,,
3004.0,,,9380440.0,,24206878.0,,,,,,20545304.0,9941645.0,,,,,1598729.0,,,,
3005.0,,,,,,,,,,,,,,,,,,,,,
3006.0,,,,,,,,,,,,,16566900.0,,,,,,,,
3007.0,,,,,,,,,,,,,,,,,,,,,
3010.0,,,,,,,,,,,,,,,,,,,,,
3011.0,,,9380460.0,,24209473.0,,,,,,20551862.0,9946745.0,,,,,1598935.0,,,,
3012.0,,,,,,,,,,,,,,,,,,,,,
3013.0,,,,,,,,,,,,,16603847.0,,,,,,,,
3014.0,,,,,,,,,,,,,,,,,,,,,
3017.0,,,,,,,,,,,,,,,,,,,,,
3018.0,,,,,24211728.0,,,,,,20557666.0,9952238.0,,,,,1599213.0,,,,
3019.0,,,,,,,,,,,,,,,,,,,,,
3020.0,,,,,,,,,,,,,16625697.0,,,,,,,,
3021.0,,,,,,,,,,,,,,,,,,,,,
3024.0,,,,,,,,,,,,,,,,,,,,,
3025.0,,,,,24214460.0,,,,,,20564884.0,9957002.0,,,,,1599467.0,,,,
3026.0,,,,,,,,,,,,,,,,,,,,,
3027.0,,,,,,,,,,,,,16666594.0,,,,,,,,
3028.0,,,,,,,,,,,,,,,,,,,,,
3031.0,,,,,,,,,,,,,,,,,,,,,
3032.0,,,,,24217228.0,,,,,,20571735.0,9964796.0,,,,,1599654.0,,,,
3033.0,,,,,,,,,,,,,,,,,,,,,
3034.0,,,,,,,,,,,,,16715289.0,,,,,,,,
3035.0,,,,,,,,,,,,,,,,,,,,,
3038.0,,,,,,,,,,,,,,,,,,,,,
3039.0,,,,,24219590.0,,,,,,20579841.0,9971364.0,,,,,1599832.0,,,,
3040.0,,,,,,,,,,,,,,,,,,,,,
3041.0,,,,,,,,,,,,,16751400.0,,,,,,,,
3042.0,,,,,,,,,,,,,,,,,,,,,
3045.0,,,,,,,,,,,,,,,,,,,,,
3046.0,,,,,24222303.0,,,,,,20591097.0,9977943.0,,,,,1599976.0,,,,
3047.0,,,,,,,,,,,,,,,,,,,,,
3048.0,,,,,,,,,,,,,16776145.0,,,,,,,,
3049.0,,,,,,,,,,,,,,,,,,,,,
3052.0,,,,,,,,,,,,,,,,,,,,,
3053.0,,,,,24224853.0,,,,,,20602369.0,9983933.0,,,,,1600163.0,,,,
3054.0,,,,,,,,,,,,,,,,,,,,,
3055.0,,,,,,,,,,,,,16823644.0,,,,,,,,
3056.0,,,,,,,,,,,,,,,,,,,,,
3059.0,,,,,,,,,,,,,,,,,,,,,
3060.0,,,,,24227214.0,,,,,,20612647.0,9990383.0,,,,,1600315.0,,,,
3061.0,,,,,,,,,,,,,,,,,,,,,
3062.0,,,,,,,,,,,,,16885913.0,,,,,,,,
3063.0,,,,,,,,,,,,,,,,,,,,,
3066.0,,,,,,,,,,,,,,,,,,,,,
3067.0,,,,,24229731.0,,,,,,20622354.0,9996068.0,,,,,1600461.0,,,,
3068.0,,,,,,,,,,,,,,,,,,,,,
3069.0,,,,,,,,,,,,,16948182.0,,,,,,,,
3070.0,,,,,,,,,,,,,,,,,,,,,
3073.0,,,,,,,,,,,,,,,,,,,,,
3074.0,,,,,24232398.0,,,,,,20630980.0,10000534.0,,,,,1600659.0,,,,
3075.0,,,,,,,,,,,,,,,,,,,,,
3076.0,,,,,,,,,,,,,16980599.0,,,,,,,,
3077.0,,,,,,,,,,,,,,,,,,,,,
3080.0,,,,,,,,,,,,,,,,,,,,,
3081.0,,,,,24235008.0,,,,,,20640752.0,10004492.0,,,,,1600791.0,,,,
3082.0,,,,,,,,,,,,,,,,,,,,,
3083.0,,,,,,,,,,,,,17010663.0,,,,,,,,
3084.0,,,,,,,,,,,,,,,,,,,,,
3087.0,,,,,,,,,,,,,,,,,,,,,
3088.0,,,,,24240405.0,,,,,,20650524.0,10008213.0,,,,,1600895.0,,,,
3089.0,,,,,,,,,,,,,,,,,,,,,
3090.0,,,,,,,,,,,,,17044916.0,,,,,,,,
3091.0,,,,,,,,,,,,,,,,,,,,,
3094.0,,,,,,,,,,,,,,,,,,,,,
3095.0,,,,,24245949.0,,,,,,20658354.0,10012107.0,,,,,1601035.0,,,,
3096.0,,,,,,,,,,,,,,,,,,,,,
3097.0,,,,,,,,,,,,,17074435.0,,,,,,,,
3098.0,,,,,,,,,,,,,,,,,,,,,
3101.0,,,,,,,,,,,,,,,,,,,,,
3102.0,,,,,24248176.0,,,,,,20667434.0,10015587.0,,,,,1601144.0,,,,
3103.0,,,,,,,,,,,,,,,,,,,,,
3104.0,,,,,,,,,,,,,17100289.0,,,,,,,,
3105.0,,,,,,,,,,,,,,,,,,,,,
3108.0,,,,,,,,,,,,,,,,,,,,,
3109.0,,,,,24250110.0,,,,,,20675212.0,10018250.0,,,,,1601275.0,,,,
3110.0,,,,,,,,,,,,,,,,,,,,,
3111.0,,,,,,,,,,,,,17128315.0,,,,,,,,
3112.0,,,,,,,,,,,,,,,,,,,,,
3115.0,,,,,,,,,,,,,,,,,,,,,
3116.0,,,,,24251628.0,,,,,,20682756.0,10020676.0,,,,,1601409.0,,,,
3117.0,,,,,,,,,,,,,,,,,,,,,
3118.0,,,,,,,,,,,,,17153395.0,,,,,,,,
3119.0,,,,,,,,,,,,,,,,,,,,,
3122.0,,,,,,,,,,,,,,,,,,,,,
3123.0,,,,,24253477.0,,,,,,20690089.0,10023384.0,,,,,1601565.0,,,,
3124.0,,,,,,,,,,,,,,,,,,,,,
3125.0,,,,,,,,,,,,,17179982.0,,,,,,,,
3126.0,,,,,,,,,,,,,,,,,,,,,
3129.0,,,,,,,,,,,,,,,,,,,,,
3130.0,,,,,24255164.0,,,,,,20700692.0,10025828.0,,,,,1601719.0,,,,
3131.0,,,,,,,,,,,,,,,,,,,,,
3132.0,,,,,,,,,,,,,17205760.0,,,,,,,,
3133.0,,,,,,,,,,,,,,,,,,,,,
3136.0,,,,,,,,,,,,,,,,,,,,,
3137.0,,,,,24257548.0,,,,,,20709326.0,10028154.0,,,,,1601793.0,,,,
3138.0,,,,,,,,,,,,,,,,,,,,,
3139.0,,,,,,,,,,,,,17230773.0,,,,,,,,
3140.0,,,,,,,,,,,,,,,,,,,,,
3143.0,,,,,,,,,,,,,,,,,,,,,
3144.0,,,,,24258851.0,,,,,,20716853.0,10030602.0,,,,,1601895.0,,,,
3145.0,,,,,,,,,,,,,,,,,,,,,
3146.0,,,,,,,,,,,,,17257829.0,,,,,,,,
3147.0,,,,,,,,,,,,,,,,,,,,,
3150.0,,,,,,,,,,,,,,,,,,,,,
3151.0,,,,,24259892.0,,,,,,20724669.0,10033053.0,,,,,1601986.0,,,,
3152.0,,,,,,,,,,,,,,,,,,,,,
3153.0,,,,,,,,,,,,,17291411.0,,,,,,,,
3154.0,,,,,,,,,,,,,,,,,,,,,
3157.0,,,,,,,,,,,,,,,,,,,,,
3158.0,,,,,24261002.0,,,,,,20732136.0,10035818.0,,,,,1602090.0,,,,
3159.0,,,,,,,,,,,,,,,,,,,,,
3160.0,,,,,,,,,,,,,17312306.0,,,,,,,,
3161.0,,,,,,,,,,,,,,,,,,,,,
3164.0,,,,,,,,,,,,,,,,,,,,,
3165.0,,,,,24262243.0,,,,,,20738967.0,10038407.0,,,,,1602204.0,,,,
3166.0,,,,,,,,,,,,,,,,,,,,,
3167.0,,,,,,,,,,,,,17333201.0,,,,,,,,
3168.0,,,,,,,,,,,,,,,,,,,,,
3171.0,,,,,,,,,,,,,,,,,,,,,
3172.0,,,,,24263313.0,,,,,,20745098.0,10040920.0,,,,,1602341.0,,,,
3173.0,,,,,,,,,,,,,,,,,,,,,
3174.0,,,,,,,,,,,,,17373796.0,,,,,,,,
3175.0,,,,,,,,,,,,,,,,,,,,,
3178.0,,,,,,,,,,,,,,,,,,,,,
3179.0,,,,,24265087.0,,,,,,20751065.0,10043299.0,,,,,1602459.0,,,,
3180.0,,,,,,,,,,,,,,,,,,,,,
3181.0,,,,,,,,,,,,,17405862.0,,,,,,,,
3182.0,,,,,,,,,,,,,,,,,,,,,
3185.0,,,,,,,,,,,,,,,,,,,,,
