,Switch,PS5,PS4,WiiU,3DS,DC,DS,GBA,GC,NeoGeoP,PS2,PS3,PSP,WS,Vita,Wii,XB360,XBOne,XSX,Xbox,PKS
1527.0,,,6611962.0,,18403756.0,,,,,,14228673.0,6017727.0,,,4597397.0,11305385.0,1232439.0,,,,
1528.0,19752616.0,,,,,,,,3834541.0,,,,,,,,,,,,
1529.0,,,,,,,25756385.0,,,,,,4854710.0,1734858.0,,,,99328.0,,,
1530.0,,,,,,,,14237093.0,,,,,,,,,,,,,
1533.0,,,,3147700.0,,,,,,,,,,,,,,,,,
1534.0,,,6649318.0,,18428467.0,,,,,,14259021.0,6040470.0,,,4616040.0,11318776.0,1234844.0,,,,
1535.0,19848027.0,,,,,,,,3841151.0,,,,,,,,,,,,
1536.0,,,,,,,25817136.0,,,,,,4948233.0,1735326.0,,,,99530.0,,,
1537.0,,,,,,,,14246161.0,,,,,,,,,,,,,
1540.0,,,,3148698.0,,,,,,,,,,,,,,,,,
1541.0,,,6666223.0,,18444477.0,,,,,,14286926.0,6063342.0,,,4645309.0,11329852.0,1239638.0,,,,
1542.0,19947145.0,,,,,,,,3850225.0,,,,,,,,,,,,
1543.0,,,,,,,25864137.0,,,,,,5010091.0,1736024.0,,,,100214.0,,,
1544.0,,,,,,,,14257027.0,,,,,,,,,,,,,
1547.0,,,,3149595.0,,,,,,,,,,,,,,,,,
1548.0,,,6681782.0,,18459958.0,,,,,,14321976.0,6086913.0,,,4665071.0,11340799.0,1242885.0,,,,
1549.0,20018293.0,,,,,,,,3863442.0,,,,,,,,,,,,
1550.0,,,,,,,25916128.0,,,,,,5061061.0,1736431.0,,,,100408.0,,,
1551.0,,,,,,,,14265213.0,,,,,,,,,,,,,
1554.0,,,,3150196.0,,,,,,,,,,,,,,,,,
1555.0,,,6698143.0,,18476299.0,,,,,,14353736.0,6111889.0,,,4684651.0,11351830.0,1244859.0,,,,
1556.0,20115501.0,,,,,,,,3880202.0,,,,,,,,,,,,
1557.0,,,,,,,25961299.0,,,,,,5103823.0,1736847.0,,,,100766.0,,,
1558.0,,,,,,,,14279258.0,,,,,,,,,,,,,
1561.0,,,,3150822.0,,,,,,,,,,,,,,,,,
1562.0,,,6715539.0,,18493803.0,,,,,,14380497.0,6134402.0,,,4705034.0,11360927.0,1247617.0,,,,
1563.0,20193818.0,,,,,,,,3901603.0,,,,,,,,,,,,
1564.0,,,,,,,26004371.0,,,,,,5146049.0,1737495.0,,,,101255.0,,,
1565.0,,,,,,,,14292676.0,,,,,,,,,,,,,
1568.0,,,,3151466.0,,,,,,,,,,,,,,,,,
1569.0,,,6742517.0,,18519573.0,,,,,,14405578.0,6155528.0,,,4722775.0,11370379.0,1252897.0,,,,
1570.0,20268895.0,,,,,,,,3923004.0,,,,,,,,,,,,
1571.0,,,,,,,26083743.0,,,,,,5185471.0,1737934.0,,,,101560.0,,,
1572.0,,,,,,,,14304577.0,,,,,,,,,,,,,
1575.0,,,,3152144.0,,,,,,,,,,,,,,,,,
1576.0,,,6765087.0,,18543851.0,,,,,,14438163.0,6178264.0,,,4735635.0,11380001.0,1255067.0,,,,
1577.0,20341846.0,,,,,,,,3940231.0,,,,,,,,,,,,
1578.0,,,,,,,26152724.0,,,,,,5215779.0,1738295.0,,,,101922.0,,,
1579.0,,,,,,,,14316830.0,,,,,,,,,,,,,
1582.0,,,,3152585.0,,,,,,,,,,,,,,,,,
1583.0,,,6786455.0,,18576184.0,,,,,,14471362.0,6207659.0,,,4747417.0,11389004.0,1257676.0,,,,
1584.0,20426340.0,,,,,,,,3945587.0,,,,,,,,,,,,
1585.0,,,,,,,26218942.0,,,,,,5244255.0,1738775.0,,,,102179.0,,,
1586.0,,,,,,,,14331955.0,,,,,,,,,,,,,
1589.0,,,,3152968.0,,,,,,,,,,,,,,,,,
1590.0,,,6806094.0,,18603116.0,,,,,,14502055.0,6230660.0,,,4758650.0,11397842.0,1259779.0,,,,
1591.0,20495623.0,,,,,,,,3948765.0,,,,,,,,,,,,
1592.0,,,,,,,26264266.0,,,,,,5272972.0,1739124.0,,,,102359.0,,,
1593.0,,,,,,,,14348023.0,,,,,,,,,,,,,
1596.0,,,,3153491.0,,,,,,,,,,,,,,,,,
1597.0,,,6825135.0,,18631159.0,,,,,,14543162.0,6255404.0,,,4776311.0,11406087.0,1261541.0,,,,
1598.0,20559730.0,,,,,,,,3951283.0,,,,,,,,,,,,
1599.0,,,,,,,26305056.0,,,,,,5307528.0,1740375.0,,,,102525.0,,,
1600.0,,,,,,,,14366094.0,,,,,,,,,,,,,
1603.0,,,,3153884.0,,,,,,,,,,,,,,,,,
1604.0,,,6842882.0,,18658414.0,,,,,,14585249.0,6278376.0,,,4793133.0,11414176.0,1265049.0,,,,
1605.0,20629468.0,,,,,,,,3953710.0,,,,,,,,,,,,
1606.0,,,,,,,26347844.0,,,,,,5342084.0,1741278.0,,,,102655.0,,,
1607.0,,,,,,,,14382843.0,,,,,,,,,,,,,
1610.0,,,,3154245.0,,,,,,,,,,,,,,,,,
1611.0,,,6860915.0,,18684622.0,,,,,,14622320.0,6301057.0,,,4803988.0,11426343.0,1268557.0,,,,
1612.0,20692333.0,,,,,,,,3955724.0,,,,,,,,,,,,
1613.0,,,,,,,26401677.0,,,,,,5375522.0,1742281.0,,,,102751.0,,,
1614.0,,,,,,,,14399592.0,,,,,,,,,,,,,
1617.0,,,,3154621.0,,,,,,,,,,,,,,,,,
1618.0,,,6878487.0,,18735793.0,,,,,,14662068.0,6322289.0,,,4814070.0,11438510.0,1272300.0,,,,
1619.0,20765106.0,,,,,,,,3957760.0,,,,,,,,,,,,
1620.0,,,,,,,26455510.0,,,,,,5401566.0,1742834.0,,,,103021.0,,,
1621.0,,,,,,,,14411545.0,,,,,,,,,,,,,
1624.0,,,,3154805.0,,,,,,,,,,,,,,,,,
1625.0,,,6895741.0,,18771799.0,,,,,,14701816.0,6340304.0,,,4828675.0,11444811.0,1275873.0,,,,
1626.0,20854838.0,,,,,,,,3959268.0,,,,,,,,,,,,
1627.0,,,,,,,26494641.0,,,,,,5428012.0,1743387.0,,,,103089.0,,,
1628.0,,,,,,,,14421665.0,,,,,,,,,,,,,
1631.0,,,,3155223.0,,,,,,,,,,,,,,,,,
1632.0,,,6915495.0,,18816844.0,,,,,,14733693.0,6360698.0,,,4841725.0,11451051.0,1278475.0,,,,
1633.0,20927365.0,,,,,,,,3960900.0,,,,,,,,,,,,
1634.0,,,,,,,26530074.0,,,,,,5454360.0,1743871.0,,,,103144.0,,,
1635.0,,,,,,,,14431901.0,,,,,,,,,,,,,
1638.0,,,,3155426.0,,,,,,,,,,,,,,,,,
1639.0,,,6942306.0,,18845867.0,,,,,,14767371.0,6381092.0,,,4853299.0,11458603.0,1280534.0,,,,
1640.0,20990619.0,,,,,,,,3962211.0,,,,,,,,,,,,
1641.0,,,,,,,26594467.0,,,,,,5483334.0,1744248.0,,,,103243.0,,,
1642.0,,,,,,,,14447007.0,,,,,,,,,,,,,
1645.0,,,,3155632.0,,,,,,,,,,,,,,,,,
1646.0,,,6964548.0,,18893264.0,,,,,,14795587.0,6394628.0,,,4864714.0,11465659.0,1282443.0,,,,
1647.0,21051561.0,,,,,,,,3963564.0,,,,,,,,,,,,
1648.0,,,,,,,26633903.0,,,,,,5511106.0,1744564.0,,,,103308.0,,,
1649.0,,,,,,,,14461977.0,,,,,,,,,,,,,
1652.0,,,,3155861.0,,,,,,,,,,,,,,,,,
1653.0,,,6982112.0,,18923286.0,,,,,,14825404.0,6407309.0,,,4876105.0,11472808.0,1283658.0,,,,
1654.0,21118675.0,,,,,,,,3965103.0,,,,,,,,,,,,
1655.0,,,,,,,26669706.0,,,,,,5541309.0,1745058.0,,,,103503.0,,,
1656.0,,,,,,,,14473080.0,,,,,,,,,,,,,
1659.0,,,,3156047.0,,,,,,,,,,,,,,,,,
1660.0,,,7001086.0,,18948010.0,,,,,,14854021.0,6423151.0,,,4887363.0,11479839.0,1301148.0,,,,
1661.0,21158743.0,,,,,,,,3966695.0,,,,,,,,,,,,
1662.0,,,,,,,26712266.0,,,,,,5579918.0,1745426.0,,,,103599.0,,,
1663.0,,,,,,,,14482707.0,,,,,,,,,,,,,
1666.0,,,,3156180.0,,,,,,,,,,,,,,,,,
1667.0,,,7021935.0,,18976020.0,,,,,,14881595.0,6438421.0,,,4898313.0,11488793.0,1309063.0,,,,
1668.0,21205040.0,,,,,,,,3967961.0,,,,,,,,,,,,
1669.0,,,,,,,26756972.0,,,,,,5615099.0,1745714.0,,,,103691.0,,,
1670.0,,,,,,,,14493535.0,,,,,,,,,,,,,
1673.0,,,,3156433.0,,,,,,,,,,,,,,,,,
1674.0,,,7039234.0,,19003934.0,,,,,,14903775.0,6455094.0,,,4909923.0,11500708.0,1315303.0,,,,
1675.0,21245503.0,,,,,,,,3969074.0,,,,,,,,,,,,
1676.0,,,,,,,26813475.0,,,,,,5648034.0,1745973.0,,,,103784.0,,,
1677.0,,,,,,,,14501023.0,,,,,,,,,,,,,
1680.0,,,,3156541.0,,,,,,,,,,,,,,,,,
1681.0,,,7059754.0,,19026512.0,,,,,,14928579.0,6469421.0,,,4920599.0,11513556.0,1321200.0,,,,
1682.0,21425354.0,,,,,,,,3970161.0,,,,,,,,,,,,
1683.0,,,,,,,26966807.0,,,,,,5677302.0,1746201.0,,,,103850.0,,,
1684.0,,,,,,,,14508040.0,,,,,,,,,,,,,
1687.0,,,,3156676.0,,,,,,,,,,,,,,,,,
1688.0,,,7073302.0,,19048536.0,,,,,,14954219.0,6484388.0,,,4931939.0,11527816.0,1326775.0,,,,
1689.0,21498298.0,,,,,,,,3971748.0,,,,,,,,,,,,
1690.0,,,,,,,27083824.0,,,,,,5708971.0,1746697.0,,,,103933.0,,,
1691.0,,,,,,,,14514802.0,,,,,,,,,,,,,
1694.0,,,,3156852.0,,,,,,,,,,,,,,,,,
1695.0,,,7098784.0,,19071538.0,,,,,,14974491.0,6503678.0,,,4941954.0,11544755.0,1334878.0,,,,
1696.0,21606420.0,,,,,,,,3973335.0,,,,,,,,,,,,
1697.0,,,,,,,27176816.0,,,,,,5738463.0,1746878.0,,,,104088.0,,,
1698.0,,,,,,,,14521372.0,,,,,,,,,,,,,
1701.0,,,,3157068.0,,,,,,,,,,,,,,,,,
1702.0,,,7118651.0,,19090932.0,,,,,,14991437.0,6524877.0,,,4954361.0,11561821.0,1337118.0,,,,
1703.0,21681223.0,,,,,,,,3974741.0,,,,,,,,,,,,
1704.0,,,,,,,27261564.0,,,,,,5766744.0,1747070.0,,,,104279.0,,,
1705.0,,,,,,,,14527103.0,,,,,,,,,,,,,
1708.0,,,,3157282.0,,,,,,,,,,,,,,,,,
1709.0,,,7137972.0,,19109499.0,,,,,,15116194.0,6547684.0,,,4965447.0,11571161.0,1339358.0,,,,
1710.0,21771740.0,,,,,,,,3975962.0,,,,,,,,,,,,
1711.0,,,,,,,27343410.0,,,,,,5795025.0,1747352.0,,,,104470.0,,,
1712.0,,,,,,,,14534326.0,,,,,,,,,,,,,
1715.0,,,,3157489.0,,,,,,,,,,,,,,,,,
1716.0,,,7155755.0,,19137021.0,,,,,,15174932.0,6570619.0,,,4974905.0,11580501.0,1343205.0,,,,
1717.0,21859007.0,,,,,,,,3977018.0,,,,,,,,,,,,
1718.0,,,,,,,27425256.0,,,,,,5816531.0,1747522.0,,,,104582.0,,,
1719.0,,,,,,,,14544405.0,,,,,,,,,,,,,
1722.0,,,,3157617.0,,,,,,,,,,,,,,,,,
1723.0,,,7171971.0,,19162703.0,,,,,,15236946.0,6591943.0,,,4984926.0,11597900.0,1345662.0,,,,
1724.0,22026785.0,,,,,,,,3977988.0,,,,,,,,,,,,
1725.0,,,,,,,27488897.0,,,,,,5838341.0,1747882.0,,,,104674.0,,,
1726.0,,,,,,,,14557467.0,,,,,,,,,,,,,
1729.0,,,,3157753.0,,,,,,,,,,,,,,,,,
1730.0,,,7187861.0,,19195906.0,,,,,,15357020.0,6601528.0,,,4994323.0,11608379.0,1347451.0,,,,
1731.0,22149358.0,,,,,,,,3979094.0,,,,,,,,,,,,
1732.0,,,,,,,27554480.0,,,,,,5854778.0,1748392.0,,,,104765.0,,,
1733.0,,,,,,,,14582201.0,,,,,,,,,,,,,
1736.0,,,,3157985.0,,,,,,,,,,,,,,,,,
1737.0,,,7217144.0,,19329534.0,,,,,,15449629.0,6611113.0,,,5003406.0,11618310.0,1349636.0,,,,
1738.0,22352295.0,,,,,,,,3980406.0,,,,,,,,,,,,
1739.0,,,,,,,27619147.0,,,,,,5954118.0,1748890.0,,,,104902.0,,,
1740.0,,,,,,,,14610355.0,,,,,,,,,,,,,
1743.0,,,,3158074.0,,,,,,,,,,,,,,,,,
1744.0,,,7235945.0,,19418910.0,,,,,,15553707.0,6641455.0,,,5011931.0,11627440.0,1354304.0,,,,
1745.0,22544630.0,,,,,,,,3981421.0,,,,,,,,,,,,
1746.0,,,,,,,27694779.0,,,,,,6217656.0,1749116.0,,,,105243.0,,,
1747.0,,,,,,,,14638509.0,,,,,,,,,,,,,
1750.0,,,,3158161.0,,,,,,,,,,,,,,,,,
1751.0,,,7303856.0,,19525018.0,,,,,,15678349.0,6673690.0,,,5020082.0,11642586.0,1357026.0,,,,
1752.0,22721462.0,,,,,,,,3982350.0,,,,,,,,,,,,
1753.0,,,,,,,27775383.0,,,,,,6345828.0,1749424.0,,,,105556.0,,,
1754.0,,,,,,,,14674460.0,,,,,,,,,,,,,
1757.0,,,,3158266.0,,,,,,,,,,,,,,,,,
1758.0,,,7386402.0,,19669133.0,,,,,,15849254.0,6706659.0,,,5028058.0,11656675.0,1359662.0,,,,
1759.0,22919516.0,,,,,,,,3983269.0,,,,,,,,,,,,
1760.0,,,,,,,27851540.0,,,,,,6430582.0,1750023.0,,,,105734.0,,,
1761.0,,,,,,,,14685118.0,,,,,,,,,,,,,
1764.0,,,,3158440.0,,,,,,,,,,,,,,,,,
1765.0,,,7461580.0,,19823951.0,,,,,,16020159.0,6768925.0,,,5035939.0,11667172.0,1362063.0,,,,
1766.0,23115442.0,,,,,,,,3984174.0,,,,,,,,,,,,
1767.0,,,,,,,27914884.0,,,,,,6499295.0,1750622.0,,,,105855.0,,,
1768.0,,,,,,,,14692548.0,,,,,,,,,,,,,
1771.0,,,,3158513.0,,,,,,,,,,,,,,,,,
1772.0,,,7537263.0,,19946795.0,,,,,,16140664.0,6806402.0,,,5043453.0,11677979.0,1364345.0,,,,
1773.0,23264133.0,,,,,,,,3985181.0,,,,,,,,,,,,
1774.0,,,,,,,27972688.0,,,,,,6563072.0,,,,,105905.0,,,
1775.0,,,,,,,,14698776.0,,,,,,,,,,,,,
1778.0,,,,3158545.0,,,,,,,,,,,,,,,,,
1779.0,,,7669829.0,,19997939.0,,,,,,16214970.0,6844112.0,,,5053332.0,11690452.0,1366392.0,,,,
1780.0,23358656.0,,,,,,,,3986140.0,,,,,,,,,,,,
1781.0,,,,,,,28029429.0,,,,,,6624918.0,,,,,106026.0,,,
1782.0,,,,,,,,14705315.0,,,,,,,,,,,,,
1785.0,,,,3158580.0,,,,,,,,,,,,,,,,,
1786.0,,,7687017.0,,20029291.0,,,,,,16267200.0,6872758.0,,,5062344.0,11702968.0,1369579.0,,,,
1787.0,23435875.0,,,,,,,,3987033.0,,,,,,,,,,,,
1788.0,,,,,,,28076980.0,,,,,,6681459.0,,,,,106077.0,,,
1789.0,,,,,,,,14711184.0,,,,,,,,,,,,,
1792.0,,,,3158629.0,,,,,,,,,,,,,,,,,
1793.0,,,7706382.0,,20059257.0,,,,,,16321029.0,6901250.0,,,5070981.0,11715563.0,1372184.0,,,,
1794.0,23534953.0,,,,,,,,3988013.0,,,,,,,,,,,,
1795.0,,,,,,,28117227.0,,,,,,6735979.0,,,,,106125.0,,,
1796.0,,,,,,,,14716375.0,,,,,,,,,,,,,
1799.0,,,,3158662.0,,,,,,,,,,,,,,,,,
1800.0,,,7758086.0,,20084154.0,,,,,,16370641.0,6929591.0,,,5078966.0,11726889.0,1374273.0,,,,
1801.0,23627405.0,,,,,,,,3988993.0,,,,,,,,,,,,
1802.0,,,,,,,28155140.0,,,,,,6802457.0,,,,,106169.0,,,
1803.0,,,,,,,,14723709.0,,,,,,,,,,,,,
1806.0,,,,3158708.0,,,,,,,,,,,,,,,,,
1807.0,,,7785918.0,,20103909.0,,,,,,16419669.0,6953010.0,,,5089550.0,11736760.0,1379761.0,,,,
1808.0,23745470.0,,,,,,,,3989747.0,,,,,,,,,,,,
1809.0,,,,,,,28191472.0,,,,,,6890996.0,,,,,106211.0,,,
1810.0,,,,,,,,14729361.0,,,,,,,,,,,,,
1813.0,,,,3158746.0,,,,,,,,,,,,,,,,,
1814.0,,,7805899.0,,20125052.0,,,,,,16463999.0,6976714.0,,,5104403.0,11748593.0,1383916.0,,,,
1815.0,23842399.0,,,,,,,,3990648.0,,,,,,,,,,,,
1816.0,,,,,,,28329669.0,,,,,,6969039.0,,,,,106255.0,,,
1817.0,,,,,,,,14733983.0,,,,,,,,,,,,,
1820.0,,,,3158778.0,,,,,,,,,,,,,,,,,
1821.0,,,7827470.0,,20143668.0,,,,,,16513964.0,7003104.0,,,5122399.0,11766505.0,1387731.0,,,,
1822.0,23912631.0,,,,,,,,3991369.0,,,,,,,,,,,,
1823.0,,,,,,,28444385.0,,,,,,7057445.0,,,,,106312.0,,,
1824.0,,,,,,,,14738708.0,,,,,,,,,,,,,
1827.0,,,,3158816.0,,,,,,,,,,,,,,,,,
1828.0,,,7845842.0,,20163680.0,,,,,,16557037.0,7025781.0,,,5149354.0,11794669.0,1391584.0,,,,
1829.0,24009583.0,,,,,,,,3992031.0,,,,,,,,,,,,
1830.0,,,,,,,28557437.0,,,,,,7215308.0,,,,,106377.0,,,
1831.0,,,,,,,,14747630.0,,,,,,,,,,,,,
1834.0,,,,3158947.0,,,,,,,,,,,,,,,,,
1835.0,,,7868244.0,,20184939.0,,,,,,16593321.0,7064617.0,,,5208099.0,11842944.0,1395720.0,,,,
1836.0,24107829.0,,,,,,,,3992752.0,,,,,,,,,,,,
1837.0,,,,,,,28698510.0,,,,,,7377321.0,,,,,106474.0,,,
1838.0,,,,,,,,14756024.0,,,,,,,,,,,,,
1841.0,,,,3159010.0,,,,,,,,,,,,,,,,,
1842.0,,,7898193.0,,20205461.0,,,,,,16630579.0,7095357.0,,,5241059.0,11903198.0,1398295.0,,,,
1843.0,24193326.0,,,,,,,,3993257.0,,,,,,,,,,,,
1844.0,,,,,,,28896882.0,,,,,,7550957.0,,,,,106987.0,,,
1845.0,,,,,,,,14763841.0,,,,,,,,,,,,,
1848.0,,,,3159108.0,,,,,,,,,,,,,,,,,
1849.0,,,7928141.0,,20225810.0,,,,,,16682190.0,7135408.0,,,5284675.0,11997666.0,1400870.0,,,,
1850.0,24277126.0,,,,,,,,3993866.0,,,,,,,,,,,,
1851.0,,,,,,,29140753.0,,,,,,7724593.0,,,,,107145.0,,,
1852.0,,,,,,,,14772767.0,,,,,,,,,,,,,
1855.0,,,,3159209.0,,,,,,,,,,,,,,,,,
1856.0,,,7957887.0,,20251121.0,,,,,,16727394.0,7178926.0,,,5301364.0,12037123.0,1405610.0,,,,
1857.0,24344290.0,,,,,,,,3994720.0,,,,,,,,,,,,
1858.0,,,,,,,29384624.0,,,,,,7808269.0,,,,,107271.0,,,
1859.0,,,,,,,,14783356.0,,,,,,,,,,,,,
1862.0,,,,3159312.0,,,,,,,,,,,,,,,,,
1863.0,,,7981750.0,,20276641.0,,,,,,16765435.0,7241198.0,,,5313650.0,12076580.0,1408743.0,,,,
1864.0,24405452.0,,,,,,,,3995309.0,,,,,,,,,,,,
1865.0,,,,,,,29499639.0,,,,,,7873547.0,,,,,107349.0,,,
1866.0,,,,,,,,14792800.0,,,,,,,,,,,,,
1869.0,,,,3159381.0,,,,,,,,,,,,,,,,,
1870.0,,,7995604.0,,20297862.0,,,,,,16800121.0,7312887.0,,,5325561.0,12090796.0,1412209.0,,,,
1871.0,24465741.0,,,,,,,,3996018.0,,,,,,,,,,,,
1872.0,,,,,,,29564611.0,,,,,,7935032.0,,,,,107491.0,,,
1873.0,,,,,,,,14802244.0,,,,,,,,,,,,,
1876.0,,,,,,,,,,,,,,,,,,,,,
1877.0,,,8007397.0,,20316195.0,,,,,,16828027.0,7379615.0,,,5335333.0,12100497.0,1415841.0,,,,
1878.0,24523231.0,,,,,,,,3996528.0,,,,,,,,,,,,
1879.0,,,,,,,29617980.0,,,,,,7985363.0,,,,,107572.0,,,
1880.0,,,,,,,,14808369.0,,,,,,,,,,,,,
1883.0,,,,,,,,,,,,,,,,,,,,,
1884.0,,,8018760.0,,20331281.0,,,,,,16870874.0,7446343.0,,,5344063.0,12110381.0,1418687.0,,,,
1885.0,24611527.0,,,,,,,,3997032.0,,,,,,,,,,,,
1886.0,,,,,,,29696079.0,,,,,,8057052.0,,,,,107647.0,,,
1887.0,,,,,,,,14814423.0,,,,,,,,,,,,,
1890.0,,,,,,,,,,,,,,,,,,,,,
1891.0,,,8032927.0,,20353676.0,,,,,,16913721.0,7477402.0,,,5352402.0,12117404.0,1421773.0,,,,
1892.0,24699823.0,,,,,,,,3997596.0,,,,,,,,,,,,
1893.0,,,,,,,29752272.0,,,,,,8107806.0,,,,,107711.0,,,
1894.0,,,,,,,,14819601.0,,,,,,,,,,,,,
1897.0,,,,,,,,,,,,,,,,,,,,,
1898.0,,,8047928.0,,20377283.0,,,,,,16944545.0,7500693.0,,,5363471.0,12125158.0,1424662.0,,,,
1899.0,24765145.0,,,,,,,,3998086.0,,,,,,,,,,,,
1900.0,,,,,,,29805139.0,,,,,,8158602.0,,,,,107791.0,,,
1901.0,,,,,,,,14825088.0,,,,,,,,,,,,,
1904.0,,,,,,,,,,,,,,,,,,,,,
1905.0,,,8062929.0,,20391717.0,,,,,,16971840.0,7524562.0,,,5373350.0,12131785.0,1431034.0,,,,
1906.0,24829984.0,,,,,,,,3998685.0,,,,,,,,,,,,
1907.0,,,,,,,29852571.0,,,,,,8236564.0,,,,,107901.0,,,
1908.0,,,,,,,,14829665.0,,,,,,,,,,,,,
1911.0,,,,,,,,,,,,,,,,,,,,,
1912.0,,,8072489.0,,20404981.0,,,,,,17006367.0,7547852.0,,,5382169.0,12138363.0,1433393.0,,,,
1913.0,,,,,,,,,3999293.0,,,,,,,,,,,,
1914.0,,,,,,,29900686.0,,,,,,8302160.0,,,,,108792.0,,,
1915.0,,,,,,,,14832945.0,,,,,,,,,,,,,
1918.0,,,,,,,,,,,,,,,,,,,,,
1919.0,,,8082131.0,,20418717.0,,,,,,17032950.0,7569682.0,,,5390628.0,12145409.0,1435445.0,,,,
1920.0,,,,,,,,,4000040.0,,,,,,,,,,,,
1921.0,,,,,,,29948634.0,,,,,,8368580.0,,,,,109192.0,,,
1922.0,,,,,,,,14836483.0,,,,,,,,,,,,,
1925.0,,,,,,,,,,,,,,,,,,,,,
1926.0,,,8091113.0,,20431856.0,,,,,,17057951.0,7590718.0,,,5398157.0,12153030.0,1436477.0,,,,
1927.0,,,,,,,,,4001219.0,,,,,,,,,,,,
1928.0,,,,,,,29990441.0,,,,,,8434672.0,,,,,109714.0,,,
1929.0,,,,,,,,14839509.0,,,,,,,,,,,,,
1932.0,,,,,,,,,,,,,,,,,,,,,
1933.0,,,8121221.0,,20453477.0,,,,,,17084202.0,7615194.0,,,5405487.0,12160248.0,1437721.0,,,,
1934.0,,,,,,,,,4002398.0,,,,,,,,,,,,
1935.0,,,,,,,30030189.0,,,,,,8574017.0,,,,,109940.0,,,
1936.0,,,,,,,,14842025.0,,,,,,,,,,,,,
1939.0,,,,,,,,,,,,,,,,,,,,,
1940.0,,,8149983.0,,20471842.0,,,,,,17110561.0,7680443.0,,,5411800.0,12169126.0,1439130.0,,,,
1941.0,,,,,,,,,4003755.0,,,,,,,,,,,,
1942.0,,,,,,,30075483.0,,,,,,8687227.0,,,,,110237.0,,,
1943.0,,,,,,,,14844748.0,,,,,,,,,,,,,
1946.0,,,,,,,,,,,,,,,,,,,,,
1947.0,,,8165694.0,,20491858.0,,,,,,17138895.0,7714122.0,,,5417923.0,12178260.0,1441071.0,,,,
1948.0,,,,,,,,,4004412.0,,,,,,,,,,,,
1949.0,,,,,,,30118349.0,,,,,,8777021.0,,,,,110359.0,,,
1950.0,,,,,,,,14847949.0,,,,,,,,,,,,,
1953.0,,,,,,,,,,,,,,,,,,,,,
1954.0,,,8184467.0,,20510711.0,,,,,,17168316.0,7742649.0,,,5423337.0,12184829.0,1442804.0,,,,
1955.0,,,,,,,,,4004818.0,,,,,,,,,,,,
1956.0,,,,,,,30155531.0,,,,,,8855968.0,,,,,110481.0,,,
1957.0,,,,,,,,14851117.0,,,,,,,,,,,,,
1960.0,,,,,,,,,,,,,,,,,,,,,
1961.0,,,8195770.0,,20529157.0,,,,,,17198882.0,7769090.0,,,5429531.0,12190124.0,1444617.0,,,,
1962.0,,,,,,,,,4005101.0,,,,,,,,,,,,
1963.0,,,,,,,30187352.0,,,,,,8949310.0,,,,,110555.0,,,
1964.0,,,,,,,,14853797.0,,,,,,,,,,,,,
1967.0,,,,,,,,,,,,,,,,,,,,,
1968.0,,,8206711.0,,20553166.0,,,,,,17228847.0,7794006.0,,,5436452.0,12196762.0,1447712.0,,,,
1969.0,,,,,,,,,4005470.0,,,,,,,,,,,,
1970.0,,,,,,,30219360.0,,,,,,9042652.0,,,,,110613.0,,,
1971.0,,,,,,,,14857043.0,,,,,,,,,,,,,
1974.0,,,,,,,,,,,,,,,,,,,,,
1975.0,,,8220195.0,,20576705.0,,,,,,17262445.0,7814781.0,,,5440664.0,12205969.0,1450807.0,,,,
1976.0,,,,,,,,,4005886.0,,,,,,,,,,,,
1977.0,,,,,,,30264116.0,,,,,,9115951.0,,,,,110651.0,,,
1978.0,,,,,,,,14860289.0,,,,,,,,,,,,,
1981.0,,,,,,,,,,,,,,,,,,,,,
1982.0,,,8231377.0,,20601964.0,,,,,,17296931.0,7834756.0,,,5445260.0,12221167.0,1453404.0,,,,
1983.0,,,,,,,,,4006300.0,,,,,,,,,,,,
1984.0,,,,,,,30308872.0,,,,,,9171703.0,,,,,110717.0,,,
1985.0,,,,,,,,14862827.0,,,,,,,,,,,,,
1988.0,,,,,,,,,,,,,,,,,,,,,
1989.0,,,8241431.0,,20629515.0,,,,,,17333495.0,7852110.0,,,5450127.0,12227610.0,1455219.0,,,,
1990.0,,,,,,,,,4006595.0,,,,,,,,,,,,
1991.0,,,,,,,30337043.0,,,,,,9225634.0,,,,,110758.0,,,
1992.0,,,,,,,,14865434.0,,,,,,,,,,,,,
1995.0,,,,,,,,,,,,,,,,,,,,,
1996.0,,,8256433.0,,20661210.0,,,,,,17370059.0,7875482.0,,,5454970.0,12233568.0,1456970.0,,,,
1997.0,,,,,,,,,4006914.0,,,,,,,,,,,,
1998.0,,,,,,,30361761.0,,,,,,9280389.0,,,,,110800.0,,,
1999.0,,,,,,,,14867495.0,,,,,,,,,,,,,
2002.0,,,,,,,,,,,,,,,,,,,,,
2003.0,,,8277824.0,,20687945.0,,,,,,17400322.0,7901821.0,,,5459287.0,12240054.0,1458589.0,,,,
2004.0,,,,,,,,,4007235.0,,,,,,,,,,,,
2005.0,,,,,,,30389562.0,,,,,,9333110.0,,,,,110872.0,,,
2006.0,,,,,,,,14869484.0,,,,,,,,,,,,,
2009.0,,,,,,,,,,,,,,,,,,,,,
2010.0,,,8287570.0,,20708733.0,,,,,,17426786.0,7917093.0,,,5463860.0,12246389.0,1460124.0,,,,
2011.0,,,,,,,,,4007540.0,,,,,,,,,,,,
2012.0,,,,,,,30409413.0,,,,,,9389111.0,,,,,110961.0,,,
2013.0,,,,,,,,14871685.0,,,,,,,,,,,,,
