"号","ハード売上","ソフトTOP1","クロレビ高得点","その他"
"891|※","PS2 47475|GC 13217|XB360 62135|GBASP 13062|GBM 8348|PSP 92835|DS 295701","『マリオカートDS』|DS、任天堂、2005/12/8、4800円、224411本（初）|（2005/12/5〜12/11）","『キングダムハーツII』|PS2、スクウェア・エニックス、39点(10/9/10/10)","●Xbox360発売"
"892","PS2 58067|GC 16760|XB360 12320|GBASP 24734|GBM 19347|PSP 102555|DS 381776","『テイルズオブジアビス』|PS2、ナムコ、2005/12/15、7140円、368316本（初）|（2005/12/12〜12/18）","『デッドオアアライブ4』|XB360、テクモ、39点(10/10/9/10)","●―"
"893","PS2 167629|GC 42802|XB360 20070|GBASP 56308|GBM 31099|PSP 254747|DS 1022943|（2週分）","『キングダムハーツII』|PS2、スクウェア・エニックス、2005/12/22、7770円、916569本（初）|（2005/12/19〜2006/1/1）","『メトロイドプライムピンボール』|DS、任天堂、33点(8/8/8/9)","●―"
"894","PS2 88680|GC 17227|XB360 8655|GBASP 35951|GBM 12643|PSP 125095|DS 125957","『東北大学未来科学技術共同センター川島隆太教授監修　もっと脳を鍛える大人のDSトレーニング』|DS、任天堂、2005/12/29、2800円、319747本（735871）|（2006/1/2〜1/8）","『新鬼武者　ドーンオブドリームス』|PS2、カプコン、34点(9/9/8/8)","●―"
"895","PS2 32514|GC 5356|XB360 4620|GBASP 10658|GBM 6710|PSP 40425|DS 38524","『東北大学未来科学技術共同センター川島隆太教授監修　もっと脳を鍛える大人のDSトレーニング』|DS、任天堂、2005/12/29、2800円、142775本（878646）|（2006/1/9〜1/15）","『信長の野望・革新』|PS2、コーエー、32点(8/8/8/8)|『ツーリスト・トロフィー』|PS2、SCE、32点(8/8/8/8)","●―"
"896","PS2 23427|GC 3178|XB360 2762|GBASP 7430|GBM 4986|PSP 34820|DS 48564","『東北大学未来科学技術共同センター川島隆太教授監修　もっと脳を鍛える大人のDSトレーニング』|DS、任天堂、2005/12/29、2800円、94071本（972717）|（2006/1/16〜1/22）","『SIREN2』|PS2、SCE、35点(9/9/8/9)","●―"
"897","PS2 27023|GC 2518|XB360 2095|GBASP 6228|GBM 3571|PSP 30815|DS 112938","『ダージュオブケルベロス-ファイナルファンタジーVII-』|PS2、スクウェア・エニックス、2006/1/26、8190円、365495本（初）|（2006/1/23〜1/29）","『モンスターハンター2』|PS2、カプコン、37点(10/9/8/10)","●―"
"898","PS2 25434|GC 2427|XB360 2022|GBASP 6539|GBM 3658|PSP 28665|DS 19644","『英語が苦手な大人のDSトレーニング　えいご漬け』|DS、任天堂、2006/1/26、3800円、91429本（323199）|（2006/1/30〜2/5）","『モンスターキングダム・ジュエルサモナー』|PSP、SCE、35点(9/9/8/9)","●―"
"899|※","PS2 21869|GC 2014|XB360 1463|GBASP 5869|GBM 3806|PSP 26549|DS 10196","『英語が苦手な大人のDSトレーニング　えいご漬け』|DS、任天堂、2006/1/26、3800円、61993本（385192）|（2006/2/6〜2/12）","『戦国無双2』|PS2、コーエー、36点(9/8/9/10)|『聖剣伝説DSチルドレンオブマナ』|DS、スクウェア・エニックス、36点(10/10/8/8)","●899号が合併号、900号は臨時増刊号"
"900","PS2 23545|GC 2036|XB360 1212|GBASP 5191|GBM 3659|PSP 28595|DS 50107","『モンスターハンター2』|PS2、カプコン、2006/2/16、7329円、368057本（初）|（2006/2/13〜2/19）","『天外魔境II　MANJIMARU』|DS、ハドソン、29点(7/7/7/8)","●―"
