"号","ハード売上","ソフトTOP1","クロレビ高得点","その他"
"687","PS 7837|PS2 91718|DC 265|GC 21140|GBC 3810|GBA 56426|WSC 3937","『グランツーリスモコンセプト2001TOKYO』|PS2、SCE、2002/1/1、3200円、32510本（280895）|（2002/1/14〜1/20）","『不思議のダンジョン　風来のシレン外伝　女剣士アスカ見参！』|DC、セガ、34点(8/9/8/9)","●―"
"688","PS 6613|PS2 73087|DC 282|GC 15867|GBC 3507|GBA 44037|WSC 3206","『三國志VIII』|PS2、コーエー、2002/1/24、9800円、74027本（初）|（2002/1/21〜1/27）","『スペースチャンネルパート2』|PS2、セガ、35点(9/8/9/9)|『スペースチャンネルパート2』|DC、セガ、35点(9/8/9/9)","●―"
"689","PS 5375|PS2 80254|DC 256|GC 17477|GBC 2783|GBA 44118|WSC 3114","『バーチャファイター4』|PS2、セガ、2002/1/31、6800円、356897本（初）|（2002/1/28〜2/3）","『動物番長』|GC、任天堂、32点(9/8/7/8)","●―"
"690","PS 5569|PS2 68660|DC 189|GC 13440|GBC 2429|GBA 34432|WSC 2468","『侍〜SAMURAI〜』|PS2、スパイク、2002/2/7、6800円、87932本（初）|（2002/2/4〜2/10）","『DEAD OR ALIVE 3』|Xbox、テクモ、37点(10/9/9/9)","●―"
"691","PS 4063|PS2 68417|DC 315|GC 15560|GBC 2569|GBA 39002|WSC 2599","『三國志戦記』|PS2、コーエー、2002/2/14、6800円、68487本（初）|（2002/2/11〜2/17）","『鬼武者2』|PS2、カプコン、36点(9/9/9/9)","●―"
"692","PS 4174|PS2 60241|Xbox 123929|GC 12556|GBC 3451|GBA 35306|WSC 2371","『DEAD OR ALIVE 3』|Xbox、テクモ、2002/2/22、6800円、84471本（初）|（2002/2/18〜2/24）","『WRC〜ワールド・ラリー・チャンピオンシップ〜』|PS2、スパイク、35点(9/8/9/9)","●Xbox発売"
"693","PS 3654|PS2 70553|Xbox 37147|GC 10471|GBC 1279|GBA 29034|WSC 2947","『ゼノサーガエピソードI　力への意思』|PS2、ナムコ、2002/2/28、7800円、300849本（初）|（2002/2/25〜3/3）","『バイオハザード（「メモリーカード59」付き）』|GC、カプコン、39点(10/9/10/10)","●―"
"694","PS 3734|PS2 76914|Xbox 10930|GC 10807|GBC 2981|GBA 30946|WSC 2002","『鬼武者2』|PS2、カプコン、2002/3/7、6800円、669323本（初）|（2002/3/4〜3/10）","『キングダムハーツ』|PS2、スクウェア、36点(9/9/9/9)|『鉄拳4』|PS2、ナムコ、36点(9/8/9/10)","●―"
"695","PS 5045|PS2 75989|Xbox 7924|GC 12698|GBC 1347|GBA 28382|WSC 2071","『ワイルドアームズ　アドヴァンスドサード』|PS2、SCE、2002/3/14、5800円、156997本（初）|（2002/3/11〜3/17）","『アーマード・コア3』|PS2、フロム・ソフトウェア、34点(8/9/8/9)","●―"
"696","PS 7658|PS2 85370|Xbox 5005|GC 34448|GBC 2439|GBA 40345|WSC 2772","『From TV amination ONE PIECE グランドバトル！2』|PS、バンダイ、2002/3/20、5800円、247345本（初）|（2002/3/18〜3/24）","『機動戦士ガンダム　連邦VS.ジオンDX』|DC、バンダイ、32点(8/8/7/9)","●―"
"697","PS 6339|PS2 101325|Xbox 5157|GC 21312|GBC 3040|GBA 57230|WSC 2310","『スーパーロボット大戦IMPACT』|PS2、バンプレスト、2002/3/28、7980円、436304本（初）|（2002/3/25〜3/31）","『熱チュー！プロ野球2002』|PS2、ナムコ、32点(9/8/8/7)","●―"
"698","PS 3870|PS2 71642|Xbox 3188|GC 12242|GBC 1809|GBA 43484|WSC 2835","『アーマード・コア3』|PS2、フロム・ソフトウェア、2002/4/4、6800円、126278本（初）|（2002/4/1〜4/7）","『ワールドサッカーウイニングイレブン6』|PS2、コナミ、36点(9/9/8/10)","●―"
"700|※","PS 4217|PS2 66407|Xbox 2532|GC 12362|GBC 2235|GBA 38082|WSC 1980","『キングダムハーツ』|PS2、スクウェア、2002/3/28、6800円、69592本（584384）|（2002/4/8〜4/14）","『機動戦士ガンダム　ギレンの野望〜ジオン独立戦争記〜』|PS2、バンダイ、33点(8/9/8/8)","●漫画「たかまれ！タカマル」連載開始"
