"号","ハード売上","ソフトTOP1","クロレビ高得点","その他"
"|1084","DSL 6187|DSi 59396|PSP 25692|Wii 22707|PS3 2093|PS2 4125|XB360 5730","『トモダチコレクション』|DS、任天堂、2009/06/18、3800円、69757本（835336）|（2009/08/24〜2009/08/30）","『FOREVER BLUE（フォーエバーブルー）海の呼び声』|Wii、任天堂、36点(9/9/9/9)","●―"
"|1085","DSL 5559|DSi 59108|PSP 22545|Wii 18087|PS3 150832|PS2 3688|XB360 4614","『機動戦士ガンダム戦記』|PS3、バンダイナムコゲームス、2009/09/03、8379円、159408本（初）|（2009/08/31〜2009/09/06）","（クロスレビューなし）","●新型PS3が発売に"
"|1086","DSL 9581|DSi 66051|PSP 19837|Wii 15279|PS3 54289|PS2 3174|XB360 6854","『ポケットモンスター ハートゴールド・ソウルシルバー』|DS、ポケモン、2009/09/12、各4800円、1408980本（初）|（2009/09/07〜2009/09/13）","『テイルズ オブ ヴェスペリア』|PS3、バンダイナムコゲームス、35点(9/9/9/8)|『NINJA GAIDEN Σ2（ニンジャガイデン シグマ2）』|PS3、テクモ、35点(9/9/9/8)","●―"
"|1087","DSL 10093|DSi 70511|PSP 21924|Wii 15443|PS3 55145|PS2 2886|XB360 4030","『ポケットモンスター ハートゴールド・ソウルシルバー』|DS、ポケモン、2009/09/12、各4800円、492385本（1901365）|（2009/09/14〜2009/09/20）","『真・女神転生 STRANGE JOURNEY（ストレンジ・ジャーニー）』|DS、アトラス、36点(10/9/9/8)","●―"
"|1088","DSL 10464|DSi 65693|PSP 19581|Wii 12882|PS3 49673|PS2 3464|XB360 3650","『ポケットモンスター ハートゴールド・ソウルシルバー』|DS、ポケモン、2009/09/12、各4800円、166244本（2067609）|（2009/09/21〜2009/09/27）","『アンチャーテッド 黄金刀と消えた船団』|PS3、SCE、37点(9/9/9/10)","●―"
"|1089","DSL 6596|DSi 56748|PSP 55259|Wii 32190|PS3 36637|PS2 2768|XB360 2607","『Wii Fit Plus』|Wii、任天堂、2009/10/01、2000円、318755本（初）|（2009/09/28〜2009/10/04)","『FIFA 10 ワールドクラスサッカー』|PS3、エレクトロニック・アーツ、36点(9/9/9/9)|『FIFA 10 ワールドクラスサッカー』|XB360、エレクトロニック・アーツ、36点(9/9/9/9)|『フォルツァ モータースポーツ3』|XB360、マイクロソフト、36点(9/9/9/9)","●Wiiが値下げ（2万5000円→2万円）"
"|1090","DSL 5307|DSi 52497|PSP 44230|Wii 29053|PS3 28671|PS2 2547|XB360 3221","『ポケットモンスター ハートゴールド・ソウルシルバー』|DS、ポケモン、2009/09/12、各4800円、182699本（2520286）|（2009/10/05〜2009/10/11)","『BAYONETTA（ベヨネッタ）』|XB360、セガ、40点(10/10/10/10)","●―"
"|1091","DSL 3916|DSi 52825|PSP 39382|Wii 26781|PS3 26938|PS2 2737|XB360 3035","『ポケットモンスター ハートゴールド・ソウルシルバー』|DS、ポケモン、2009/09/12、各4800円、151242本（2671528）|（2009/10/12〜2009/10/18)","『ワールドサッカー ウイニングイレブン2010』|PS3、KONAMI、36点(9/9/9/9)|『ワールドサッカー ウイニングイレブン2010』|XB360、KONAMI、36点(9/9/9/9)","●―"
"|1092","DSL 3673|DSi 43878|PSP 40116|Wii 25262|PS3 30603|PS2 2631|XB360 2821","『ポケットモンスター ハートゴールド・ソウルシルバー』|DS、ポケモン、2009/09/12、各4800円、99701本（2771229）|（2009/10/19〜2009/10/25)","『J.LEAGUEプロサッカークラブをつくろう！6 Pride of J』|PSP、セガ、34点(9/9/8/8)","●―"
"|1093","DSL 4379|DSi 35868|PSP 42493|PSPgo 28275|Wii 26772|PS3 36704|PS2 2697|XB360 4804","『BAYONETTA（ベヨネッタ）』|PS3、セガ、2009/10/29、7980円、138430本（初）|（2009/10/26〜2009/11/01)","『ラチェット＆クランク FUTURE（フューチャー）2』|PS3、SCE、36点(9/9/9/9)","●PSP goが発売"
"|1094","DSL 3581|DSi 34332|PSP 38410|PSPgo 15140|Wii 24294|PS3 43395|PS2 2264|XB360 4021","『ワールドサッカー ウイニングイレブン2010』|PS3、KONAMI、2009/11/05、7980円、234508本（初）|（2009/11/02〜2009/11/08)","『レイトン教授と魔神の笛』|DS、レベルファイブ、34点(8/9/9/8)","●―"
"|1095","DSL 2841|DSi 33491|PSP 40014|PSPgo 6615|Wii 22725|PS3 33237|PS2 2463|XB360 4102","『J.LEAGUE プロサッカークラブをつくろう！6 Pride of J』|PSP、セガ、2009/11/12、6090円、90250本（初）|（2009/11/09〜2009/11/15)","『NewスーパーマリオブラザーズWii』|Wii、任天堂、40点(10/10/10/10)","●―"
"|1096","DSL 2739|DSi 135458|PSP 32672|PSPgo 4769|Wii 28627|PS3 29041|PS2 2118|XB360 3007","『トモダチコレクション』|DS、任天堂、2009/06/18、3800円、59481本（1640965）|（2009/11/16〜2009/11/22)","『コール オブ デューティ モダン・ウォーフェア2』|PS3、スクウェア・エニックス、39点(10/10/9/10)|『コール オブ デューティ モダン・ウォーフェア2』|XB360、スクウェア・エニックス、39点(10/10/9/10)","●DSi LL発売（単体では10万3524台）"
"|1097","DSL 4616|DSi 110100|PSP 39956|PSPgo 3925|Wii 41868|PS3 38512|PS2 2461|XB360 3197","『レイトン教授と魔神の笛』|DS、レベルファイブ、2009/11/26、5040円、301290本（初）|（2009/11/23〜2009/11/29)","『ファイナルファンタジーXIII』|PS3、スクウェア・エニックス、39点(10/9/10/10)","●―"
"|1098/1099","DSL 6701|DSi 106351|PSP 65890|PSPgo 3604|Wii 100950|PS3 50061|PS2 2481|XB360 4277","『NewスーパーマリオブラザーズWii』|Wii、任天堂、2009/12/03、5800円、936734本（初）|（2009/11/30〜2009/12/06)","『ゼルダの伝説 大地の汽笛』|DS、任天堂、37点(10/9/9/9)","●―"
"||1100","DSL 10478|DSi 130595|PSP 70616|PSPgo 3337|Wii 141938|PS3 75693|PS2 2832|XB360 10236","『NewスーパーマリオブラザーズWii』|Wii、任天堂、2009/12/03、5800円、464824本（1401558）|（2009/12/07〜2009/12/13)","『アバター THE GAME』|PS3、ユービーアイソフト、31点(8/8/8/7)|『アバター THE GAME』|XB360、ユービーアイソフト、31点(8/8/8/7)","●―"
