"号","ハード売上","ソフトTOP1","クロレビ高得点","その他"
"|1173","DS 6961|3DS 16379|PSP 32417|Wii 6301|PS3 13536|XB360 2597|PS2 1170","『ドラゴンクエストモンスターズ ジョーカー2 プロフェッショナル』|DS、スクウェア・エニックス、2011/03/31、4440円、17995本（400736）|（2011/05/09〜2011/05/15)","『Dance Central（ダンスセントラル）』|XB360、日本マイクロソフト、36点(9/8/9/10)","●定価370円"
"|1174","DS 6554|3DS 16465|PSP 30064|Wii 6240|PS3 12681|XB360 1815|PS2 1163","『AKIBA'S TRIP（アキバズトリップ）』|PSP、アクワイア、2011/05/19、5670円、51465本（初）|（2011/05/16〜2011/05/22)","『レッドファクション：アルマゲドン』|PS3、スパイク、34点(9/9/8/8)|『レッドファクション：アルマゲドン』|XB360、スパイク、34点(9/9/8/8)","●定価370円"
"|1175","DS 6389|3DS 25096|PSP 34253|Wii 7552|PS3 15842|XB360 1751|PS2 1094","『ワンピース アンリミテッドクルーズSP』|3DS、バンダイナムコゲームス、2011/05/26、6090円、76578本（初）|（2011/05/23〜2011/05/29)","『ゼルダの伝説 時のオカリナ3D』|3DS、任天堂、37点(9/9/9/10)","●特別定価390円"
"|1176","DS 6832|3DS 27868|PSP 29519|Wii 7056|PS3 15270|XB360 1619|PS2 1141","『バイオハザード ザ・マーセナリーズ3D』|3DS、カプコン、2011/06/02、4800円、61306本（初）|（2011/05/30〜2011/06/05)","『Mass Effect2（マスエフェクト2）』|PS3、エレクトロニック・アーツ、35点(10/9/8/8)|『メルルのアトリエ〜アーランドの錬金術士3〜』|PS3、ガスト、35点(9/9/8/9)","●特別定価390円"
"|1177","DS 7028|3DS 24226|PSP 25854|Wii 7149|PS3 16673|XB360 1535|PS2 1148","『龍が如くOF THE END（オブジエンド）』|PS3、セガ、2011/06/09、7980円、307592本（初）|（2011/06/06〜2011/06/12)","『ゴールデンアイ007』|Wii、任天堂、34点(9/9/8/8)","●定価370円"
"|1178","DS 7892|3DS 41086|PSP 28026|Wii 7031|PS3 14327|XB360 2465|PS2 1230","『ゼルダの伝説 時のオカリナ3D』|3DS、任天堂、2011/06/16、4800円、182998本（初）|（2011/06/13〜2011/06/19)","『L.A.ノワール』|PS3、ロックスター・ゲームス、39点(10/10/10/9)|『L.A.ノワール』|XB360、ロックスター・ゲームス、39点(10/10/10/9)","●定価370円"
"|1179","DS 6677|3DS 27378|PSP 25080|Wii 8954|PS3 14967|XB360 1853|PS2 1183","『メルルのアトリエ〜アーランドの錬金術士3〜』|PS3、ガスト、2011/06/23、7140円、100722本（初）|（2011/06/20〜2011/06/26)","『実況パワフルプロ野球2011』|PS3、KONAMI、37点(10/9/9/9)","●特別定価500円(別冊「バカ通」同梱)"
"|1180","DS 6890|3DS 31545|PSP 26587|Wii 11915|PS3 19290|XB360 1874|PS2 1051","『テイルズ オブ ジ アビス』|3DS、バンダイナムコゲームス、2011/06/30、6090円、68218本（初）|（2011/06/27〜2011/07/03)","『戦国BASARA クロニクルヒーローズ』|PSP、カプコン、33点(9/8/8/8)","●特別定価390円"
"|1181","DS 7108|3DS 23219|PSP 25778|Wii 12848|PS3 21199|XB360 1911|PS2 1078","『L.A.ノワール』|PS3、ロックスター・ゲームス、2011/07/07、7770円、46375本（初）|（2011/07/04〜2011/07/10)","『デビルサバイバー2』|DS、アトラス、33点(8/9/8/8)","●特別定価390円"
"|1182","DS 6447|3DS 45949|PSP 25013|Wii 14260|PS3 22807|XB360 1582|PS2 1048","『実況パワフルプロ野球2011』|PS3、KONAMI、2011/07/14、6980円、111727本（初）|（2011/07/11〜2011/07/17)","『あつめて！カービィ』|DS、任天堂、36点(9/9/9/9)","●特別定価380円"
"|1184※","DS 7568|3DS 32381|PSP 27056|Wii 16939|PS3 22935|XB360 1526|PS2 1155","『みんなのリズム天国』|Wii、任天堂、2011/07/21、5800円、130781本（初）|（2011/07/18〜2011/07/24)","『モンハン日記 ぽかぽかアイルー村G』|PSP、カプコン、33点(9/8/8/8)","●特別定価400円"
"|1185","DS 6592|3DS 15819|PSP 33582|Wii 17066|PS3 21324|XB360 1957|PS2 1046","『みんなのリズム天国』|Wii、任天堂、2011/07/21、5800円、83325本（214106）|（2011/07/25〜2011/07/31)","『真・三國無双6 Special』|PSP、コーエーテクモゲームス、35点(9/8/9/9)|『DiRT3』|PS3、コードマスターズ、35点(9/9/8/9)|『DiRT3』|XB360、コードマスターズ、35点(9/9/8/9)","●定価370円"
"|1186","DS 5562|3DS 214821|PSP 41790|Wii 18680|PS3 19171|XB360 1875|PS2 1050","『みんなのリズム天国』|Wii、任天堂、2011/07/21、5800円、129423本（343529）|（2011/08/01〜2011/08/14)","『グランナイツ ヒストリー』|PSP、マーベラスエンターテイメント、36点(10/9/9/8)","●特別定価400円|●ニンテンドー3DSが値下げ"
"|1187","DS 5015|3DS 107462|PSP 40595|Wii 17399|PS3 30342|XB360 1103|PS2 1192","『みんなのリズム天国』|Wii、任天堂、2011/07/21、5800円、50877本（394406）|（2011/08/15〜2011/08/21)","『テイルズ オブ エクシリア』|PS3、バンダイナムコゲームス、39点(10/9/10/10)","●定価380円"
"|1188","DS 3710|3DS 57927|PSP 32066|Wii 10479|PS3 32235|XB360 938|PS2 1028","『モンスターハンターポータブル3rd HD Ver.』|PS3、カプコン、2011/08/25、4800円、282960本（初）|（2011/08/22〜2011/08/28)","（クロスレビューなし）","●定価380円"
"|1189","DS 3205|3DS 55264|PSP 28921|Wii 9931|PS3 32969|XB360 830|PS2 964","『グランナイツヒストリー』|PSP、マーベラスエンターテイメント、2011/09/01、5229円、63672本（初）|（2011/08/29〜2011/09/04)","『DARK SOULS（ダークソウル）』|PS3、フロム・ソフトウェア、37点(9/9/9/10)","●特別定価390円"
"|1190","DS 2748|3DS 49191|PSP 23352|Wii 9130|PS3 62266|XB360 727|PS2 842","『テイルズ オブ エクシリア』|PS3、バンダイナムコゲームス、2011/09/08、8379円、512544本（初）|（2011/09/05〜2011/09/11)","『ギアーズオブウォー3』|XB360、日本マイクロソフト、39点(10/10/9/10)","●特別定価390円"
"|1191","DS 3187|3DS 62245|PSP 24106|Wii 15146|PS3 37477|XB360 788|PS2 830","『ドラゴンクエスト25周年記念 ファミコン＆スーパーファミコン ドラゴンクエストI・II・III』|Wii、スクウェア・エニックス、2011/09/15、4440円、264760本（初）|（2011/09/12〜2011/09/18)","『ワールドサッカー ウイニングイレブン2012』|PS3、KONAMI、36点(9/9/9/9)|『Child of Eden（チャイドオブエデン）』|XB360、ユービーアイソフト、36点(10/9/8/9)","●特別定価390円"
"|1192","DS 3138|3DS 68386|PSP 28007|Wii 14089|PS3 37710|XB360 3878|PS2 917","『DARK SOULS（ダークソウル）』|PS3、フロム・ソフトウェア、2011/09/22、7800円、228872本（初）|（2011/09/19〜2011/09/25)","『エースコンバット アサルト・ホライゾン』|PS3、バンダイナムコゲームス、37点(10/9/9/9)|『エースコンバット アサルト・ホライゾン』|XB360、バンダイナムコゲームス、37点(10/9/9/9)","●定価380円"
"|1193","DS 2343|3DS 55853|PSP 26146|Wii 10497|PS3 28646|XB360 1691|PS2 795","『英雄伝説 碧の軌跡』|PSP、日本ファルコム、2011/09/29、6090円、151412本（初）|（2011/09/26〜2011/10/02)","『FIFA12 ワールドクラスサッカー』|PS3、エレクトロニック・アーツ、39点(10/10/9/10)|『FIFA12 ワールドクラスサッカー』|XB360、エレクトロニック・アーツ、39点(10/10/9/10)","●定価380円"
"|1194","DS 2178|3DS 50916|PSP 26799|Wii 10807|PS3 28492|XB360 1501|PS2 859","『ワールドサッカー ウイニングイレブン2012』|PS3、KONAMI、2011/10/06、7980円、268542本（初）|（2011/10/03〜2011/10/09)","『ファイナルファンタジー零式』|PSP、スクウェア・エニックス、39点(10/9/10/10)","●特別定価390円"
"|1195","DS 2593|3DS 54460|PSP 25461|Wii 12473|PS3 28341|XB360 1885|PS2 802","『エースコンバット アサルト・ホライゾン』|PS3、バンダイナムコゲームス、2011/10/13、8380円、125089本（初）|（2011/10/10〜2011/10/16)","『スーパーマリオ 3Dランド』|3DS、任天堂、38点(9/9/10/10)","●特別定価390円"
"|1196","DS 1818|3DS 75386|PSP 21707|Wii 12516|PS3 23419|XB360 1459|PS2 689","『劇場版マクロスF〜サヨナラノツバサ〜Hybrid Pack』|PS3、バンダイナムコゲームス、2011/10/20、7140円、114939本（初）|（2011/10/17〜2011/10/23)","『メタルギアソリッド ピースウォーカー HDエディション』|PS3、KONAMI、39点(10/10/9/10)","●定価380円"
"|1197","DS 1792|3DS 67854|PSP 31691|Wii 12595|PS3 23704|XB360 1562|PS2 682","『ファイナルファンタジー零式』|PSP、スクウェア・エニックス、2011/10/27、7700円、503388本（初）|（2011/10/24〜2011/10/30)","『コールオブデューティ モダン・ウォーフェア3（字幕版）』|PS3、スクウェア・エニックス、39点(10/10/9/10)|『コールオブデューティ モダン・ウォーフェア3（字幕版）』|XB360、スクウェア・エニックス、39点(10/10/9/10)","●特別定価390円"
"|1198","DS 1803|3DS 128287|PSP 27151|Wii 11326|PS3 26390|XB360 1501|PS2 791","『スーパーマリオ 3Dランド』|3DS、任天堂、2011/11/03、4800円、344698本（初）|（2011/10/31〜2011/11/06)","『ゼルダの伝説 スカイウォードソード』|Wii、任天堂、40点(10/10/10/10)","●特別定価390円"
"|1199","DS 1457|3DS 89938|PSP 23347|Wii 9871|PS3 22677|XB360 1601|PS2 627","『初音ミク-プロジェクトディーヴァ-エクステンド』|PSP、セガ、2011/11/10、5229円、189196本（初）|（2011/11/07〜2011/11/13)","『機動戦士ガンダム エクストリームバーサス』|PS3、バンダイナムコゲームス、38点(9/9/10/10)","●特別定価390円"
"||1200","DS 1455|3DS 88225|PSP 36872|Wii 11833|PS3 38836|XB360 1467|PS2 644","『コールオブデューティ モダン・ウォーフェア3（字幕版）』|PS3、スクウェア・エニックス、2011/11/17、7980円、195107本（初）|（2011/11/14〜2011/11/20)","『The Elder Scrolls V：Skyrim（ザ エルダースクロールズV：スカイリム）』|PS3、ベセスダ・ソフトワークス、40点(10/10/10/10)|『The Elder Scrolls V：Skyrim（ザ エルダースクロールズV：スカイリム）』|XB360、ベセスダ・ソフトワークス、40点(10/10/10/10)","●ハード売り上げ掲載せず(数字はWeb版より)|●特別定価480円"
