"号","ハード売上","ソフトTOP1","クロレビ高得点","その他"
"|1274※","3DS 46676|PSP 7778|Vita 14755|Wii 1361|WiiU 10147|PS3 15451|XB360 374","『ルイージマンション2』|3DS、任天堂、2013/03/20、4800円、64804本（532375）|（2013/04/08〜2013/04/14)","『クドわふたー Converted Edition』|PSP、プロトタイプ、27点(7/7/6/7)","●特別定価400円"
"|1275","3DS 70416|PSP 8377|Vita 14666|Wii 1411|WiiU 8047|PS3 14893|XB360 336","『トモダチコレクション 新生活』|3DS、任天堂、2013/04/18、4800円、411025本（初）|（2013/04/15〜2013/04/21)","『サモンナイト5』|PSP、バンダイナムコゲームス、32点(8/8/8/8)","●定価380円"
"|1276","3DS 57199/71384|PSP 8265/8834|Vita 17070/17855|Wii 1527/1670|WiiU 8058/10573|PS3 15353/17490|XB360 412/388","『トモダチコレクション 新生活』|3DS、任天堂、2013/04/18、4800円、343603本（754628）|（2013/04/22〜2013/05/05)","『真・女神転生IV』|3DS、アトラス、37点(9/9/10/9)","●特別定価390円"
"|1277","3DS 46443|PSP 6300|Vita 12738|Wii 1120|WiiU 6744|PS3 12537|XB360 306","『トモダチコレクション 新生活』|3DS、任天堂、2013/04/18、4800円、102003本（856631）|（2013/05/06〜2013/05/12)","『NORN9 ノルン＋ノネット』|PSP、アイディアファクトリー、34点(9/9/8/8)","●定価380円"
"|1278","3DS 36162|PSP 6833|Vita 11564|Wii 1189|WiiU 6058|PS3 10738|XB360 272","『サモンナイト5』|PSP、バンダイナムコゲームス、2013/05/16、5980円、97822本（初）|（2013/05/13〜2013/05/19)","『マインクラフト：Xbox360エディション』|XB360、日本マイクロソフト、34点(9/9/7/9)","●特別定価390円"
"|1279","3DS 50415|PSP 5949|Vita 13719|Wii 1038|WiiU 5536|PS3 12335|XB360 309","『真・女神転生IV』|3DS、アトラス、2013/05/23、6980円、184811本（初）|（2013/05/20〜2013/05/26)","『超速変形ジャイロゼッター アルバロスの翼』|3DS、スクウェア・エニックス、34点(9/9/8/8)","●特別定価390円"
"|1280","3DS 38894|PSP 5910|Vita 12381|Wii 1493|WiiU 5669|PS3 11177|XB360 293","『トモダチコレクション 新生活』|3DS、任天堂、2013/04/18、4800円、66943本（1051540）|（2013/05/27〜2013/06/02)","『さよなら 海腹川背』|3DS、アガツマ・エンタテインメント、33点(8/9/8/8)","●定価380円"
"|1281","3DS 32576|PSP 5295|Vita 10100|Wii 1189|WiiU 4549|PS3 9670|XB360 224","『トモダチコレクション 新生活』|3DS、任天堂、2013/04/18、4800円、44391本（1095931）|（2013/06/03〜2013/06/09)","『The Last of Us（ラスト・オブ・アス）』|PS3、SCE、38点(10/9/10/9)","●特別定価400円"
"|1282","3DS 41146|PSP 6197|Vita 11728|Wii 1252|WiiU 5031|PS3 10871|XB360 222","『ドンキーコング リターンズ3D』|3DS、任天堂、2013/06/13、4800円、94334本（初）|（2013/06/10〜2013/06/16)","『地球防衛軍4』|PS3、D3パブリッシャー、34点(9/8/8/9)|『地球防衛軍4』|XB360、D3パブリッシャー、34点(9/8/8/9)","●特別定価400円"
"|1283","3DS 34480|PSP 5201|Vita 13002|Wii 1232|WiiU 4236|PS3 10077|XB360 189","『The Last of Us（ラスト・オブ・アス）』|PS3、SCE、2013/06/20、5980円、129983本（初）|（2013/06/17〜2013/06/23)","『妖怪ウォッチ』|3DS、レベルファイブ、36点(9/9/9/9)","●特別定価390円"
"|1284","3DS 45391|PSP 6958|Vita 34701|Wii 1581|WiiU 5846|PS3 13350|XB360 280","『ガンダムブレイカー』|PS3、バンダイナムコゲームス、2013/06/27、7980円、170020本（初）|（2013/06/24〜2013/06/30)","『マリオ＆ルイージRPG4 ドリームアドベンチャー』|3DS、任天堂、38点(10/9/10/9)","●特別定価450円"
"|1285","3DS 38250|PSP 5842|Vita 21197|Wii 1128|WiiU 6380|PS3 12162|XB360 228","『地球防衛軍4』|PS3、D3パブリッシャー、2013/07/04、6980円、127763本（初）|（2013/07/01〜2013/07/07)","『逆転裁判5』|3DS、カプコン、37点(10/9/10/8)","●特別定価390円"
"|1286","3DS 40113|PSP 5617|Vita 15192|Wii 1212|WiiU 20728|PS3 12913|XB360 297","『ピクミン3』|WiiU、任天堂、2013/07/13、5985円、102188本（初）|（2013/07/08〜2013/07/14)","『KILLER IS DEAD（キラーイズデッド）』|PS3、角川ゲームス、35点(9/9/9/8)|『KILLER IS DEAD（キラーイズデッド）』|XB360、角川ゲームス、35点(9/9/9/8)|『メトロ ラストライト』|PS3、スパイク・チュンソフト、35点(9/9/9/8)|『メトロ ラストライト』|PS3、スパイク・チュンソフト、35点(9/9/9/8)","●特別定価390円"
"|1287","3DS 52658|PSP 5562|Vita 13685|Wii 1502|WiiU 14024|PS3 11592|XB360 242","『マリオ＆ルイージRPG4 ドリームアドベンチャー』|3DS、任天堂、2013/07/18、4800円、108005本（初）|（2013/07/15〜2013/07/21)","『VitaminR』|PSP、D3パブリッシャー、31点(9/8/8/6)","●定価380円"
"|1289※","3DS 55719|PSP 5346|Vita 17776|Wii 1435|WiiU 10937|PS3 11153|XB360 277","『逆転裁判5』|3DS、カプコン、2013/07/25、5990円、241878本（初）|（2013/07/22〜2013/07/28)","『コンセプションII 七星の導きとマズルの悪夢』|3DS、スパイク・チュンソフト、34点(9/9/8/8)|『コンセプションII 七星の導きとマズルの悪夢』|Vita、スパイク・チュンソフト、34点(9/9/8/8)","●特別定価450円"
"|1290","3DS 61896|PSP 5409|Vita 17031|Wii 1425|WiiU 9432|PS3 10590|XB360 213","『ディズニーマジックキャッスル マイ・ハッピー・ライフ』|3DS、バンダイナムコゲームス、2013/08/01、5480円、105008本（初）|（2013/07/29〜2013/08/04)","『ジョジョの奇妙な冒険 オールスターバトル』|PS3、バンダイナムコゲームス、40点(10/10/10/10)","●特別定価400円"
"|1291","3DS 57837/71731|PSP 5333/6987|Vita 15755/21482|Wii 1414/1897|WiiU 9291/10951|PS3 10458/14319|XB360 184/216","『ディズニーマジックキャッスル マイ・ハッピー・ライフ』|3DS、バンダイナムコゲームス、2013/08/01、5480円、88636本（193644）|（2013/08/05〜2013/08/18)","『スプリンターセル ブラックリスト』|WiiU/PS3/XB360、ユービーアイソフト、36点(9/9/9/9)|『パペッティア』|PS3、SCE、36点(9/9/9/9)","●特別定価400円"
"|1292","3DS 52141|PSP 4901|Vita 12928|Wii 1117|WiiU 7024|PS3 10772|XB360 177","『スーパーロボット大戦OGサーガ 魔装機神III PRIDE OF JUSTICE（プライド オブ ジャスティス）』|PS3、バンダイナムコゲームス、2013/08/22、7480円、37266本（初）|（2013/08/19〜2013/08/25)","『モンスターハンター4』|3DS、カプコン、38点(10/10/9/9)","●特別定価400円"
"|1293","3DS 59392|PSP 5125|Vita 9443|Wii 1014|WiiU 6239|PS3 16236|XB360 161","『ジョジョの奇妙な冒険 オールスターバトル』|PS3、バンダイナムコゲームス、2013/08/29、7980円、391583本（初）|（2013/08/26〜2013/09/01)","『金色のコルダ3 フルボイスSpecial』|PSP、コーエーテクモゲームス、33点(9/8/8/8)","●特別定価420円"
"|1294","3DS 78300|PSP 4482|Vita 7427|Wii 1064|WiiU 5054|PS3 11932|XB360 157","『うたの☆プリンスさまっ♪MUSIC2』|PSP、ブロッコリー、2013/09/05、3990円、59929本（初）|（2013/09/02〜2013/09/08)","『無双OROCHI2 Ultimate（アルティメット）』|Vita、コーエーテクモゲームス、35点(9/9/9/8)|『無双OROCHI2 Ultimate（アルティメット）』|PS3、コーエーテクモゲームス、35点(9/9/9/8)","●特別定価420円"
"|1295","3DS 298354|PSP 4642|Vita 6083|Wii 1060|WiiU 4842|PS3 8640|XB360 113","『モンスターハンター4』|3DS、カプコン、2013/09/14、5990円、1875115本（初）|（2013/09/09〜2013/09/15)","『ファイナルファンタジーXIV：新生エオルゼア』|PS3、スクウェア・エニックス、39点(9/10/10/10)","●特別定価420円"
"|1296","3DS 173544|PSP 3935|Vita 5306|Wii 1033|WiiU 5147|PS3 11378|XB360 721","『モンスターハンター4』|3DS、カプコン、2013/09/14、5990円、432286本（2307401）|（2013/09/16〜2013/09/22)","『グランド・セフト・オートV』|PS3、ロックスター・ゲームス、40点(10/10/10/10)|『グランド・セフト・オートV』|XB360、ロックスター・ゲームス、40点(10/10/10/10)","●定価380円|●今号から発行がエンターブレインからKADOKAWAに変更"
"|1297","3DS 139808|PSP 4042|Vita 6436|Wii 967|WiiU 5560|PS3 11747|XB360 346","『モンスターハンター4』|3DS、カプコン、2013/09/14、5990円、234713本（2542114）|（2013/09/23〜2013/09/29)","『ポケットモンスターX・Y』|3DS、ポケモン、39点(10/10/10/9)","●特別定価390円"
"|1298","3DS 117739|PSP 3557|Vita 3670|Wii 1096|WiiU 3853|PS3 11152|XB360 362","『モンスターハンター4』|3DS、カプコン、2013/09/14、5990円、164593本（2706707）|（2013/09/30〜2013/10/06)","『ソニック ロストワールド』|WiiU、セガ、36点(9/9/9/9)","●特別定価390円"
"|1299","3DS 242780|PSP 3062|Vita 58682|Wii 845|WiiU 3405|PS3 12939|XB360 242","『ポケットモンスターX・Y』|3DS、ポケモン、2013/10/12、各4800円、2096050本（初）|（2013/10/07〜2013/10/13)","『FIFA14 ワールドクラスサッカー』|PS3、エレクトロニック・アーツ、37点(10/9/9/9)|『FIFA14 ワールドクラスサッカー』|XB360、エレクトロニック・アーツ、37点(10/9/9/9)","●特別定価400円"
"|1300","3DS 164115|PSP 3222|Vita 25211|Wii 1101|WiiU 3083|PS3 12531|XB360 229","『ポケットモンスターX・Y』|3DS、ポケモン、2013/10/12、各4800円、591025本（2687075）|（2013/10/14〜2013/10/20)","『ロックスミス2014』|PS3、ユービーアイソフト、36点(9/9/9/9)|『ロックスミス2014』|XB360、ユービーアイソフト、36点(9/9/9/9)","●特別定価450円"
